"idgames","critic_score","global_sales"
2910,55.0,0.54
2979,55.0,0.52
3043,55.0,0.51
3069,55.0,0.5
3126,55.0,0.49
3176,55.0,0.48
3247,55.0,0.47
3405,55.0,0.44
3506,55.0,0.42
3576,55.0,0.41
3675,55.0,0.4
3793,55.0,0.38
3839,55.0,0.37
3876,55.0,0.37
4122,55.0,0.33
4123,55.0,0.33
4198,55.0,0.32
4221,55.0,0.32
4363,55.0,0.3
4568,55.0,0.28
4573,55.0,0.28
4582,55.0,0.28
4707,55.0,0.26
4720,55.0,0.26
4729,55.0,0.26
4765,55.0,0.26
4891,55.0,0.25
5101,55.0,0.23
5129,55.0,0.23
5143,55.0,0.23
5290,55.0,0.21
5354,55.0,0.21
5392,55.0,0.21
5518,55.0,0.2
5650,55.0,0.19
5677,55.0,0.19
5687,55.0,0.19
5719,55.0,0.18
6086,55.0,0.16
6121,55.0,0.16
6161,55.0,0.16
6174,55.0,0.15
6236,55.0,0.15
6477,55.0,0.14
6614,55.0,0.13
6849,55.0,0.12
6957,55.0,0.12
6986,55.0,0.12
7020,55.0,0.11
7052,55.0,0.11
7085,55.0,0.11
7123,55.0,0.11
7163,55.0,0.11
7241,55.0,0.11
7398,55.0,0.1
7409,55.0,0.1
7450,55.0,0.1
7551,55.0,0.09
7707,55.0,0.09
7730,55.0,0.09
7998,55.0,0.08
8001,55.0,0.08
8052,55.0,0.08
8207,55.0,0.07
8239,55.0,0.07
8288,55.0,0.07
8321,55.0,0.07
8356,55.0,0.06
8364,55.0,0.06
8375,55.0,0.06
8392,55.0,0.06
8413,55.0,0.06
8432,55.0,0.06
8459,55.0,0.06
8462,55.0,0.06
8558,55.0,0.06
8683,55.0,0.05
8871,55.0,0.05
9026,55.0,0.04
9269,55.0,0.04
9316,55.0,0.03
9386,55.0,0.03
9485,55.0,0.03
9586,55.0,0.03
9605,55.0,0.03
9831,55.0,0.02
9852,55.0,0.02
9919,55.0,0.02
9991,55.0,0.02
10261,55.0,0.01
10288,55.0,0.01
10292,55.0,0.01
10294,55.0,0.01
254,56.0,4.36
294,56.0,4.05
864,56.0,1.97
1076,56.0,1.65
1356,56.0,1.29
1529,56.0,1.14
1890,56.0,0.91
2181,56.0,0.76
2597,56.0,0.61
2672,56.0,0.59
2767,56.0,0.57
2821,56.0,0.56
2826,56.0,0.56
2959,56.0,0.53
2998,56.0,0.52
3045,56.0,0.51
3055,56.0,0.51
3068,56.0,0.5
3101,56.0,0.5
3151,56.0,0.49
3168,56.0,0.48
3246,56.0,0.47
3348,56.0,0.45
3382,56.0,0.44
3481,56.0,0.42
3566,56.0,0.41
3608,56.0,0.41
3798,56.0,0.38
3869,56.0,0.37
3956,56.0,0.35
4036,56.0,0.34
4376,56.0,0.3
4471,56.0,0.29
4516,56.0,0.28
4527,56.0,0.28
4544,56.0,0.28
4583,56.0,0.28
4668,56.0,0.27
4687,56.0,0.27
4718,56.0,0.26
4804,56.0,0.25
4820,56.0,0.25
4878,56.0,0.25
4908,56.0,0.25
4951,56.0,0.24
5031,56.0,0.24
5034,56.0,0.24
5052,56.0,0.23
5207,56.0,0.22
5264,56.0,0.21
5283,56.0,0.21
5577,56.0,0.19
5778,56.0,0.18
5833,56.0,0.18
5849,56.0,0.18
5923,56.0,0.17
5967,56.0,0.17
6092,56.0,0.16
6197,56.0,0.15
6212,56.0,0.15
6274,56.0,0.15
6356,56.0,0.14
6362,56.0,0.14
6505,56.0,0.14
6615,56.0,0.13
6657,56.0,0.13
6873,56.0,0.12
6934,56.0,0.12
7091,56.0,0.11
7120,56.0,0.11
7157,56.0,0.11
7187,56.0,0.11
7207,56.0,0.11
7277,56.0,0.1
7333,56.0,0.1
7382,56.0,0.1
7464,56.0,0.1
7536,56.0,0.09
7586,56.0,0.09
7674,56.0,0.09
7683,56.0,0.09
7738,56.0,0.09
7744,56.0,0.09
7801,56.0,0.08
7892,56.0,0.08
7976,56.0,0.08
8115,56.0,0.07
8214,56.0,0.07
8234,56.0,0.07
8245,56.0,0.07
8257,56.0,0.07
8263,56.0,0.07
8286,56.0,0.07
8299,56.0,0.07
8494,56.0,0.06
8874,56.0,0.05
8878,56.0,0.05
8952,56.0,0.05
9099,56.0,0.04
9237,56.0,0.04
9257,56.0,0.04
9347,56.0,0.03
9420,56.0,0.03
9463,56.0,0.03
9469,56.0,0.03
9591,56.0,0.03
9691,56.0,0.02
10045,56.0,0.02
10078,56.0,0.02
10169,56.0,0.01
10202,56.0,0.01
10211,56.0,0.01
10277,56.0,0.01
901,57.0,1.92
983,57.0,1.78
1186,57.0,1.48
1324,57.0,1.33
1387,57.0,1.27
1426,57.0,1.23
1492,57.0,1.17
1550,57.0,1.12
1886,57.0,0.91
2037,57.0,0.83
2043,57.0,0.83
2109,57.0,0.8
2110,57.0,0.79
2145,57.0,0.78
2158,57.0,0.77
2174,57.0,0.77
2518,57.0,0.64
2765,57.0,0.57
3128,57.0,0.49
3138,57.0,0.49
3160,57.0,0.49
3287,57.0,0.46
3403,57.0,0.44
3462,57.0,0.43
3660,57.0,0.4
3678,57.0,0.4
3683,57.0,0.39
3781,57.0,0.38
3924,57.0,0.36
4005,57.0,0.34
4047,57.0,0.34
4248,57.0,0.31
4380,57.0,0.3
4391,57.0,0.29
4520,57.0,0.28
4558,57.0,0.28
4585,57.0,0.28
4613,57.0,0.27
4622,57.0,0.27
4839,57.0,0.25
4875,57.0,0.25
4881,57.0,0.25
4882,57.0,0.25
4929,57.0,0.24
5007,57.0,0.24
5089,57.0,0.23
5096,57.0,0.23
5247,57.0,0.22
5269,57.0,0.21
5351,57.0,0.21
5400,57.0,0.2
5428,57.0,0.2
5452,57.0,0.2
5523,57.0,0.2
5525,57.0,0.2
5532,57.0,0.19
5551,57.0,0.19
5580,57.0,0.19
5659,57.0,0.19
5731,57.0,0.18
5781,57.0,0.18
5939,57.0,0.17
5993,57.0,0.17
5996,57.0,0.17
6010,57.0,0.17
6093,57.0,0.16
6162,57.0,0.16
6208,57.0,0.15
6242,57.0,0.15
6552,57.0,0.13
6626,57.0,0.13
6715,57.0,0.13
6744,57.0,0.13
6866,57.0,0.12
6959,57.0,0.12
6967,57.0,0.12
7096,57.0,0.11
7159,57.0,0.11
7184,57.0,0.11
7342,57.0,0.1
7395,57.0,0.1
7460,57.0,0.1
7542,57.0,0.09
7580,57.0,0.09
7624,57.0,0.09
7821,57.0,0.08
7931,57.0,0.08
7941,57.0,0.08
7992,57.0,0.08
8041,57.0,0.08
8217,57.0,0.07
8244,57.0,0.07
8252,57.0,0.07
8270,57.0,0.07
8302,57.0,0.07
8307,57.0,0.07
8388,57.0,0.06
8397,57.0,0.06
8398,57.0,0.06
8425,57.0,0.06
8512,57.0,0.06
8675,57.0,0.05
8699,57.0,0.05
8702,57.0,0.05
8723,57.0,0.05
8886,57.0,0.05
8908,57.0,0.05
9192,57.0,0.04
9367,57.0,0.03
9496,57.0,0.03
9499,57.0,0.03
9567,57.0,0.03
9612,57.0,0.03
9623,57.0,0.03
9643,57.0,0.03
9672,57.0,0.02
9803,57.0,0.02
9804,57.0,0.02
9811,57.0,0.02
9847,57.0,0.02
9849,57.0,0.02
9861,57.0,0.02
9877,57.0,0.02
9915,57.0,0.02
9962,57.0,0.02
9972,57.0,0.02
10050,57.0,0.02
10056,57.0,0.02
10060,57.0,0.02
10062,57.0,0.02
10212,57.0,0.01
10269,57.0,0.01
7,58.0,28.92
1138,58.0,1.55
1609,58.0,1.08
1749,58.0,0.99
1987,58.0,0.86
2204,58.0,0.75
2337,58.0,0.7
2355,58.0,0.7
2434,58.0,0.66
2505,58.0,0.64
2595,58.0,0.61
2621,58.0,0.61
2699,58.0,0.58
2705,58.0,0.58
2783,58.0,0.57
2836,58.0,0.56
2898,58.0,0.54
2913,58.0,0.54
2924,58.0,0.54
2937,58.0,0.53
3018,58.0,0.52
3133,58.0,0.49
3165,58.0,0.49
3167,58.0,0.48
3229,58.0,0.47
3298,58.0,0.46
3344,58.0,0.45
3375,58.0,0.44
3422,58.0,0.43
3425,58.0,0.43
3544,58.0,0.42
3588,58.0,0.41
3731,58.0,0.39
3887,58.0,0.36
3914,58.0,0.36
4058,58.0,0.34
4093,58.0,0.33
4190,58.0,0.32
4223,58.0,0.32
4255,58.0,0.31
4261,58.0,0.31
4294,58.0,0.31
4309,58.0,0.31
4415,58.0,0.29
4429,58.0,0.29
4497,58.0,0.28
4503,58.0,0.28
4513,58.0,0.28
4521,58.0,0.28
4532,58.0,0.28
4587,58.0,0.28
4691,58.0,0.27
4785,58.0,0.26
4790,58.0,0.26
4910,58.0,0.25
4962,58.0,0.24
5078,58.0,0.23
5086,58.0,0.23
5119,58.0,0.23
5157,58.0,0.22
5176,58.0,0.22
5208,58.0,0.22
5210,58.0,0.22
5213,58.0,0.22
5236,58.0,0.22
5391,58.0,0.21
5471,58.0,0.2
5502,58.0,0.2
5510,58.0,0.2
5528,58.0,0.19
5531,58.0,0.19
5630,58.0,0.19
5726,58.0,0.18
5786,58.0,0.18
5855,58.0,0.18
5901,58.0,0.17
5938,58.0,0.17
5962,58.0,0.17
5998,58.0,0.17
6113,58.0,0.16
6354,58.0,0.14
6375,58.0,0.14
6497,58.0,0.14
6504,58.0,0.14
6507,58.0,0.14
6567,58.0,0.13
6605,58.0,0.13
6655,58.0,0.13
6711,58.0,0.13
6943,58.0,0.12
7080,58.0,0.11
7112,58.0,0.11
7134,58.0,0.11
7166,58.0,0.11
7176,58.0,0.11
7260,58.0,0.1
7325,58.0,0.1
7348,58.0,0.1
7354,58.0,0.1
7487,58.0,0.1
7545,58.0,0.09
7557,58.0,0.09
7566,58.0,0.09
7633,58.0,0.09
7639,58.0,0.09
7710,58.0,0.09
7908,58.0,0.08
7951,58.0,0.08
8112,58.0,0.07
8211,58.0,0.07
8238,58.0,0.07
8242,58.0,0.07
8335,58.0,0.06
8511,58.0,0.06
8536,58.0,0.06
8537,58.0,0.06
8608,58.0,0.06
8669,58.0,0.05
8712,58.0,0.05
8733,58.0,0.05
8735,58.0,0.05
8740,58.0,0.05
8794,58.0,0.05
8796,58.0,0.05
8829,58.0,0.05
8911,58.0,0.05
8975,58.0,0.05
8985,58.0,0.05
9022,58.0,0.04
9082,58.0,0.04
9215,58.0,0.04
9221,58.0,0.04
9317,58.0,0.03
9423,58.0,0.03
9484,58.0,0.03
9539,58.0,0.03
9580,58.0,0.03
9687,58.0,0.02
9688,58.0,0.02
9759,58.0,0.02
9802,58.0,0.02
9837,58.0,0.02
9841,58.0,0.02
9973,58.0,0.02
10073,58.0,0.02
10094,58.0,0.02
10153,58.0,0.01
10158,58.0,0.01
10190,58.0,0.01
10242,58.0,0.01
10300,58.0,0.01
324,59.0,3.83
830,59.0,2.05
1217,59.0,1.45
1236,59.0,1.42
1377,59.0,1.27
1395,59.0,1.26
1458,59.0,1.2
1480,59.0,1.18
1615,59.0,1.07
1759,59.0,0.98
1858,59.0,0.92
1874,59.0,0.92
1888,59.0,0.91
2220,59.0,0.75
2327,59.0,0.71
2484,59.0,0.65
2629,59.0,0.61
2838,59.0,0.56
2919,59.0,0.54
2951,59.0,0.53
3028,59.0,0.51
3097,59.0,0.5
3136,59.0,0.49
3232,59.0,0.47
3252,59.0,0.47
3277,59.0,0.46
3285,59.0,0.46
3404,59.0,0.44
3525,59.0,0.42
3578,59.0,0.41
3605,59.0,0.41
3633,59.0,0.4
3644,59.0,0.4
3866,59.0,0.37
3896,59.0,0.36
3921,59.0,0.36
3952,59.0,0.35
3972,59.0,0.35
3990,59.0,0.35
4040,59.0,0.34
4094,59.0,0.33
4103,59.0,0.33
4199,59.0,0.32
4212,59.0,0.32
4259,59.0,0.31
4283,59.0,0.31
4314,59.0,0.31
4330,59.0,0.3
4405,59.0,0.29
4478,59.0,0.29
4514,59.0,0.28
4526,59.0,0.28
4574,59.0,0.28
4593,59.0,0.27
4695,59.0,0.27
4726,59.0,0.26
4744,59.0,0.26
4748,59.0,0.26
4767,59.0,0.26
4838,59.0,0.25
4895,59.0,0.25
4994,59.0,0.24
5014,59.0,0.24
5045,59.0,0.23
5094,59.0,0.23
5103,59.0,0.23
5144,59.0,0.23
5217,59.0,0.22
5503,59.0,0.2
5507,59.0,0.2
5527,59.0,0.19
5667,59.0,0.19
5670,59.0,0.19
5755,59.0,0.18
5771,59.0,0.18
5791,59.0,0.18
5819,59.0,0.18
5829,59.0,0.18
5854,59.0,0.18
5873,59.0,0.17
5889,59.0,0.17
5905,59.0,0.17
6047,59.0,0.16
6050,59.0,0.16
6054,59.0,0.16
6097,59.0,0.16
6107,59.0,0.16
6165,59.0,0.16
6264,59.0,0.15
6334,59.0,0.15
6360,59.0,0.14
6365,59.0,0.14
6366,59.0,0.14
6390,59.0,0.14
6405,59.0,0.14
6566,59.0,0.13
6698,59.0,0.13
6718,59.0,0.13
6783,59.0,0.12
6788,59.0,0.12
6812,59.0,0.12
6844,59.0,0.12
6847,59.0,0.12
6856,59.0,0.12
6919,59.0,0.12
6922,59.0,0.12
6991,59.0,0.11
7086,59.0,0.11
7129,59.0,0.11
7137,59.0,0.11
7146,59.0,0.11
7239,59.0,0.11
7259,59.0,0.1
7269,59.0,0.1
7319,59.0,0.1
7514,59.0,0.09
7571,59.0,0.09
7709,59.0,0.09
7910,59.0,0.08
8067,59.0,0.07
8186,59.0,0.07
8227,59.0,0.07
8387,59.0,0.06
8434,59.0,0.06
8521,59.0,0.06
8543,59.0,0.06
8567,59.0,0.06
8589,59.0,0.06
8642,59.0,0.06
8643,59.0,0.06
8694,59.0,0.05
8697,59.0,0.05
8720,59.0,0.05
8915,59.0,0.05
9080,59.0,0.04
9117,59.0,0.04
9171,59.0,0.04
9175,59.0,0.04
9320,59.0,0.03
9356,59.0,0.03
9428,59.0,0.03
9437,59.0,0.03
9491,59.0,0.03
9500,59.0,0.03
9505,59.0,0.03
9592,59.0,0.03
9621,59.0,0.03
9733,59.0,0.02
9766,59.0,0.02
9842,59.0,0.02
9865,59.0,0.02
9918,59.0,0.02
9996,59.0,0.02
10052,59.0,0.02
10053,59.0,0.02
10058,59.0,0.02
10254,59.0,0.01
407,60.0,3.32
1187,60.0,1.48
1270,60.0,1.38
1275,60.0,1.38
1293,60.0,1.35
1626,60.0,1.07
1801,60.0,0.95
1804,60.0,0.95
1872,60.0,0.92
2041,60.0,0.83
2081,60.0,0.81
2091,60.0,0.81
2196,60.0,0.75
2205,60.0,0.75
2235,60.0,0.74
2311,60.0,0.71
2408,60.0,0.67
2458,60.0,0.66
2471,60.0,0.65
2473,60.0,0.65
2479,60.0,0.65
2495,60.0,0.64
2501,60.0,0.64
2538,60.0,0.63
2642,60.0,0.6
2663,60.0,0.6
2690,60.0,0.59
2749,60.0,0.57
2771,60.0,0.57
2968,60.0,0.53
3078,60.0,0.5
3207,60.0,0.47
3230,60.0,0.47
3423,60.0,0.43
3511,60.0,0.42
3609,60.0,0.41
3632,60.0,0.4
3770,60.0,0.38
3777,60.0,0.38
3883,60.0,0.36
3904,60.0,0.36
3923,60.0,0.36
3991,60.0,0.35
4038,60.0,0.34
4050,60.0,0.34
4106,60.0,0.33
4140,60.0,0.33
4215,60.0,0.32
4282,60.0,0.31
4360,60.0,0.3
4390,60.0,0.29
4413,60.0,0.29
4421,60.0,0.29
4423,60.0,0.29
4466,60.0,0.29
4540,60.0,0.28
4580,60.0,0.28
4628,60.0,0.27
4639,60.0,0.27
4967,60.0,0.24
4978,60.0,0.24
5156,60.0,0.22
5232,60.0,0.22
5239,60.0,0.22
5241,60.0,0.22
5267,60.0,0.21
5295,60.0,0.21
5329,60.0,0.21
5464,60.0,0.2
5469,60.0,0.2
5562,60.0,0.19
5584,60.0,0.19
5648,60.0,0.19
5654,60.0,0.19
5758,60.0,0.18
5777,60.0,0.18
5838,60.0,0.18
5928,60.0,0.17
6153,60.0,0.16
6166,60.0,0.16
6169,60.0,0.15
6235,60.0,0.15
6288,60.0,0.15
6373,60.0,0.14
6441,60.0,0.14
6465,60.0,0.14
6503,60.0,0.14
6519,60.0,0.14
6621,60.0,0.13
6740,60.0,0.13
6748,60.0,0.13
6749,60.0,0.13
6796,60.0,0.12
6825,60.0,0.12
7117,60.0,0.11
7139,60.0,0.11
7191,60.0,0.11
7250,60.0,0.11
7326,60.0,0.1
7334,60.0,0.1
7391,60.0,0.1
7404,60.0,0.1
7468,60.0,0.1
7499,60.0,0.09
7513,60.0,0.09
7525,60.0,0.09
7564,60.0,0.09
7758,60.0,0.09
7807,60.0,0.08
7808,60.0,0.08
7859,60.0,0.08
7938,60.0,0.08
7956,60.0,0.08
8003,60.0,0.08
8073,60.0,0.07
8328,60.0,0.07
8359,60.0,0.06
8372,60.0,0.06
8400,60.0,0.06
8453,60.0,0.06
8526,60.0,0.06
8551,60.0,0.06
8560,60.0,0.06
8584,60.0,0.06
8598,60.0,0.06
8604,60.0,0.06
8637,60.0,0.06
8655,60.0,0.05
8709,60.0,0.05
8790,60.0,0.05
8808,60.0,0.05
8823,60.0,0.05
8902,60.0,0.05
8910,60.0,0.05
8969,60.0,0.05
8992,60.0,0.04
9039,60.0,0.04
9046,60.0,0.04
9049,60.0,0.04
9182,60.0,0.04
9197,60.0,0.04
9216,60.0,0.04
9322,60.0,0.03
9336,60.0,0.03
9402,60.0,0.03
9406,60.0,0.03
9639,60.0,0.03
9682,60.0,0.02
9726,60.0,0.02
9727,60.0,0.02
9800,60.0,0.02
10038,60.0,0.02
10057,60.0,0.02
10064,60.0,0.02
10102,60.0,0.02
10349,60.0,0.01
14,61.0,21.81
301,61.0,3.98
501,61.0,2.89
1020,61.0,1.72
1095,61.0,1.62
1224,61.0,1.43
1340,61.0,1.31
1419,61.0,1.24
1579,61.0,1.1
1660,61.0,1.05
1704,61.0,1.02
1848,61.0,0.93
1862,61.0,0.92
1913,61.0,0.9
1955,61.0,0.88
2018,61.0,0.84
2432,61.0,0.66
2507,61.0,0.64
2511,61.0,0.64
2646,61.0,0.6
2965,61.0,0.53
3003,61.0,0.52
3120,61.0,0.49
3141,61.0,0.49
3150,61.0,0.49
3206,61.0,0.47
3284,61.0,0.46
3359,61.0,0.45
3502,61.0,0.42
3517,61.0,0.42
3577,61.0,0.41
3647,61.0,0.4
3671,61.0,0.4
3689,61.0,0.39
3740,61.0,0.39
3800,61.0,0.38
3995,61.0,0.35
4017,61.0,0.34
4057,61.0,0.34
4111,61.0,0.33
4246,61.0,0.32
4262,61.0,0.31
4333,61.0,0.3
4349,61.0,0.3
4410,61.0,0.29
4426,61.0,0.29
4475,61.0,0.29
4498,61.0,0.28
4510,61.0,0.28
4564,61.0,0.28
4611,61.0,0.27
4647,61.0,0.27
4741,61.0,0.26
4979,61.0,0.24
4987,61.0,0.24
5033,61.0,0.24
5072,61.0,0.23
5107,61.0,0.23
5131,61.0,0.23
5146,61.0,0.23
5179,61.0,0.22
5180,61.0,0.22
5184,61.0,0.22
5196,61.0,0.22
5233,61.0,0.22
5235,61.0,0.22
5249,61.0,0.22
5282,61.0,0.21
5339,61.0,0.21
5388,61.0,0.21
5395,61.0,0.21
5549,61.0,0.19
5614,61.0,0.19
5623,61.0,0.19
5658,61.0,0.19
5728,61.0,0.18
5735,61.0,0.18
5736,61.0,0.18
5805,61.0,0.18
5865,61.0,0.17
5875,61.0,0.17
5885,61.0,0.17
5933,61.0,0.17
6002,61.0,0.17
6023,61.0,0.16
6033,61.0,0.16
6067,61.0,0.16
6087,61.0,0.16
6104,61.0,0.16
6137,61.0,0.16
6219,61.0,0.15
6250,61.0,0.15
6384,61.0,0.14
6611,61.0,0.13
6648,61.0,0.13
6666,61.0,0.13
6710,61.0,0.13
6714,61.0,0.13
6746,61.0,0.13
6785,61.0,0.12
6877,61.0,0.12
6931,61.0,0.12
6949,61.0,0.12
7004,61.0,0.11
7292,61.0,0.1
7295,61.0,0.1
7337,61.0,0.1
7345,61.0,0.1
7412,61.0,0.1
7455,61.0,0.1
7500,61.0,0.09
7501,61.0,0.09
7516,61.0,0.09
7531,61.0,0.09
7658,61.0,0.09
7728,61.0,0.09
7795,61.0,0.08
7827,61.0,0.08
7829,61.0,0.08
7860,61.0,0.08
7885,61.0,0.08
7952,61.0,0.08
7959,61.0,0.08
8080,61.0,0.07
8104,61.0,0.07
8110,61.0,0.07
8156,61.0,0.07
8200,61.0,0.07
8243,61.0,0.07
8271,61.0,0.07
8280,61.0,0.07
8322,61.0,0.07
8345,61.0,0.06
8377,61.0,0.06
8409,61.0,0.06
8445,61.0,0.06
8475,61.0,0.06
8508,61.0,0.06
8534,61.0,0.06
8568,61.0,0.06
8724,61.0,0.05
8738,61.0,0.05
8741,61.0,0.05
8770,61.0,0.05
8854,61.0,0.05
8867,61.0,0.05
9005,61.0,0.04
9033,61.0,0.04
9081,61.0,0.04
9119,61.0,0.04
9121,61.0,0.04
9214,61.0,0.04
9349,61.0,0.03
9432,61.0,0.03
9452,61.0,0.03
9529,61.0,0.03
9545,61.0,0.03
10028,61.0,0.02
10167,61.0,0.01
10223,61.0,0.01
10265,61.0,0.01
10270,61.0,0.01
10272,61.0,0.01
10290,61.0,0.01
10346,61.0,0.01
80,62.0,8.27
223,62.0,4.73
430,62.0,3.18
652,62.0,2.41
666,62.0,2.37
777,62.0,2.12
844,62.0,2.02
1490,62.0,1.17
1522,62.0,1.15
1931,62.0,0.89
1980,62.0,0.87
2027,62.0,0.84
2216,62.0,0.75
2371,62.0,0.69
2424,62.0,0.66
2547,62.0,0.63
2556,62.0,0.63
2624,62.0,0.61
2640,62.0,0.6
2669,62.0,0.59
2682,62.0,0.59
2748,62.0,0.57
2790,62.0,0.56
2928,62.0,0.53
2942,62.0,0.53
3048,62.0,0.51
3052,62.0,0.51
3077,62.0,0.5
3170,62.0,0.48
3212,62.0,0.47
3255,62.0,0.47
3269,62.0,0.46
3440,62.0,0.43
3584,62.0,0.41
3618,62.0,0.4
3691,62.0,0.39
3722,62.0,0.39
3840,62.0,0.37
3871,62.0,0.37
4003,62.0,0.34
4049,62.0,0.34
4089,62.0,0.33
4090,62.0,0.33
4119,62.0,0.33
4275,62.0,0.31
4318,62.0,0.3
4324,62.0,0.3
4336,62.0,0.3
4358,62.0,0.3
4411,62.0,0.29
4477,62.0,0.29
4630,62.0,0.27
4646,62.0,0.27
4652,62.0,0.27
4653,62.0,0.27
4823,62.0,0.25
4867,62.0,0.25
4912,62.0,0.25
5000,62.0,0.24
5027,62.0,0.24
5036,62.0,0.24
5040,62.0,0.23
5140,62.0,0.23
5141,62.0,0.23
5243,62.0,0.22
5420,62.0,0.2
5454,62.0,0.2
5494,62.0,0.2
5499,62.0,0.2
5571,62.0,0.19
5582,62.0,0.19
5618,62.0,0.19
5639,62.0,0.19
5689,62.0,0.19
5807,62.0,0.18
5812,62.0,0.18
5847,62.0,0.18
5944,62.0,0.17
5999,62.0,0.17
6012,62.0,0.17
6083,62.0,0.16
6122,62.0,0.16
6128,62.0,0.16
6154,62.0,0.16
6160,62.0,0.16
6215,62.0,0.15
6252,62.0,0.15
6270,62.0,0.15
6339,62.0,0.15
6434,62.0,0.14
6452,62.0,0.14
6517,62.0,0.14
6528,62.0,0.14
6631,62.0,0.13
6665,62.0,0.13
6671,62.0,0.13
6684,62.0,0.13
6693,62.0,0.13
6763,62.0,0.13
6790,62.0,0.12
6800,62.0,0.12
6860,62.0,0.12
6994,62.0,0.11
7007,62.0,0.11
7011,62.0,0.11
7121,62.0,0.11
7127,62.0,0.11
7202,62.0,0.11
7217,62.0,0.11
7255,62.0,0.11
7317,62.0,0.1
7352,62.0,0.1
7423,62.0,0.1
7448,62.0,0.1
7479,62.0,0.1
7497,62.0,0.1
7502,62.0,0.09
7550,62.0,0.09
7725,62.0,0.09
7757,62.0,0.09
7771,62.0,0.08
7870,62.0,0.08
7904,62.0,0.08
7912,62.0,0.08
8006,62.0,0.08
8042,62.0,0.08
8093,62.0,0.07
8175,62.0,0.07
8184,62.0,0.07
8338,62.0,0.06
8523,62.0,0.06
8597,62.0,0.06
8621,62.0,0.06
8684,62.0,0.05
8816,62.0,0.05
8851,62.0,0.05
8925,62.0,0.05
8977,62.0,0.05
9127,62.0,0.04
9169,62.0,0.04
9254,62.0,0.04
9338,62.0,0.03
9399,62.0,0.03
9424,62.0,0.03
9494,62.0,0.03
9501,62.0,0.03
9582,62.0,0.03
9589,62.0,0.03
9631,62.0,0.03
9637,62.0,0.03
9662,62.0,0.03
9669,62.0,0.02
9718,62.0,0.02
9736,62.0,0.02
9739,62.0,0.02
9761,62.0,0.02
9780,62.0,0.02
9790,62.0,0.02
9845,62.0,0.02
9855,62.0,0.02
9859,62.0,0.02
9925,62.0,0.02
9939,62.0,0.02
9949,62.0,0.02
9992,62.0,0.02
10016,62.0,0.02
10032,62.0,0.02
10123,62.0,0.01
10131,62.0,0.01
10304,62.0,0.01
418,63.0,3.25
889,63.0,1.94
1014,63.0,1.74
1043,63.0,1.69
1178,63.0,1.5
1232,63.0,1.43
1292,63.0,1.35
1344,63.0,1.3
1402,63.0,1.25
1427,63.0,1.23
1434,63.0,1.23
1437,63.0,1.22
1646,63.0,1.06
1802,63.0,0.95
1860,63.0,0.92
1883,63.0,0.91
1970,63.0,0.87
2021,63.0,0.84
2072,63.0,0.82
2186,63.0,0.76
2225,63.0,0.74
2346,63.0,0.7
2383,63.0,0.68
2416,63.0,0.67
2436,63.0,0.66
2456,63.0,0.66
2467,63.0,0.65
2481,63.0,0.65
2522,63.0,0.64
2649,63.0,0.6
2745,63.0,0.57
2776,63.0,0.57
2804,63.0,0.56
2866,63.0,0.55
2952,63.0,0.53
3088,63.0,0.5
3297,63.0,0.46
3309,63.0,0.45
3420,63.0,0.44
3585,63.0,0.41
3711,63.0,0.39
3717,63.0,0.39
3782,63.0,0.38
3827,63.0,0.37
3912,63.0,0.36
3943,63.0,0.35
3947,63.0,0.35
3985,63.0,0.35
4086,63.0,0.33
4129,63.0,0.33
4191,63.0,0.32
4220,63.0,0.32
4224,63.0,0.32
4228,63.0,0.32
4237,63.0,0.32
4267,63.0,0.31
4348,63.0,0.3
4353,63.0,0.3
4693,63.0,0.27
4730,63.0,0.26
4740,63.0,0.26
4795,63.0,0.26
4872,63.0,0.25
4876,63.0,0.25
4906,63.0,0.25
4913,63.0,0.25
4938,63.0,0.24
4939,63.0,0.24
4989,63.0,0.24
4996,63.0,0.24
5009,63.0,0.24
5039,63.0,0.23
5050,63.0,0.23
5075,63.0,0.23
5136,63.0,0.23
5248,63.0,0.22
5255,63.0,0.22
5268,63.0,0.21
5304,63.0,0.21
5313,63.0,0.21
5334,63.0,0.21
5422,63.0,0.2
5445,63.0,0.2
5490,63.0,0.2
5526,63.0,0.2
5559,63.0,0.19
5569,63.0,0.19
5596,63.0,0.19
5686,63.0,0.19
5782,63.0,0.18
5835,63.0,0.18
5869,63.0,0.17
5946,63.0,0.17
5956,63.0,0.17
6105,63.0,0.16
6152,63.0,0.16
6167,63.0,0.15
6233,63.0,0.15
6293,63.0,0.15
6346,63.0,0.15
6359,63.0,0.14
6407,63.0,0.14
6475,63.0,0.14
6495,63.0,0.14
6499,63.0,0.14
6596,63.0,0.13
6640,63.0,0.13
6708,63.0,0.13
6730,63.0,0.13
6745,63.0,0.13
6786,63.0,0.12
6840,63.0,0.12
6845,63.0,0.12
6902,63.0,0.12
6930,63.0,0.12
6971,63.0,0.12
7018,63.0,0.11
7051,63.0,0.11
7054,63.0,0.11
7065,63.0,0.11
7073,63.0,0.11
7116,63.0,0.11
7253,63.0,0.11
7329,63.0,0.1
7459,63.0,0.1
7520,63.0,0.09
7524,63.0,0.09
7554,63.0,0.09
7588,63.0,0.09
7685,63.0,0.09
7687,63.0,0.09
7740,63.0,0.09
7759,63.0,0.09
7813,63.0,0.08
7903,63.0,0.08
7945,63.0,0.08
