"idgames","critic_score","global_sales"
2596,70.0,0.61
2605,70.0,0.61
2616,70.0,0.61
2617,70.0,0.61
2676,70.0,0.59
2718,70.0,0.58
2737,70.0,0.58
2774,70.0,0.57
2865,70.0,0.55
2871,70.0,0.55
2887,70.0,0.54
2896,70.0,0.54
2943,70.0,0.53
2994,70.0,0.52
3022,70.0,0.52
3030,70.0,0.51
3056,70.0,0.51
3118,70.0,0.5
3125,70.0,0.49
3189,70.0,0.48
3244,70.0,0.47
3251,70.0,0.47
3266,70.0,0.46
3300,70.0,0.46
3310,70.0,0.45
3321,70.0,0.45
3365,70.0,0.45
3366,70.0,0.44
3369,70.0,0.44
3414,70.0,0.44
3480,70.0,0.43
3504,70.0,0.42
3510,70.0,0.42
3529,70.0,0.42
3534,70.0,0.42
3561,70.0,0.41
3565,70.0,0.41
3569,70.0,0.41
3701,70.0,0.39
3739,70.0,0.39
3758,70.0,0.38
3761,70.0,0.38
3771,70.0,0.38
3796,70.0,0.38
3797,70.0,0.38
3799,70.0,0.38
3843,70.0,0.37
3905,70.0,0.36
3907,70.0,0.36
3979,70.0,0.35
4031,70.0,0.34
4096,70.0,0.33
4131,70.0,0.33
4200,70.0,0.32
4210,70.0,0.32
4251,70.0,0.31
4256,70.0,0.31
4383,70.0,0.3
4385,70.0,0.29
4438,70.0,0.29
4440,70.0,0.29
4474,70.0,0.29
4489,70.0,0.28
4501,70.0,0.28
4529,70.0,0.28
4550,70.0,0.28
4560,70.0,0.28
4638,70.0,0.27
4739,70.0,0.26
4757,70.0,0.26
4770,70.0,0.26
4877,70.0,0.25
4885,70.0,0.25
4947,70.0,0.24
4949,70.0,0.24
4973,70.0,0.24
4992,70.0,0.24
5029,70.0,0.24
5067,70.0,0.23
5095,70.0,0.23
5194,70.0,0.22
5223,70.0,0.22
5228,70.0,0.22
5252,70.0,0.22
5253,70.0,0.22
5294,70.0,0.21
5311,70.0,0.21
5393,70.0,0.21
5423,70.0,0.2
5424,70.0,0.2
5435,70.0,0.2
5451,70.0,0.2
5524,70.0,0.2
5537,70.0,0.19
5619,70.0,0.19
5622,70.0,0.19
5767,70.0,0.18
5800,70.0,0.18
5801,70.0,0.18
5895,70.0,0.17
5936,70.0,0.17
5973,70.0,0.17
6058,70.0,0.16
6106,70.0,0.16
6138,70.0,0.16
6206,70.0,0.15
6306,70.0,0.15
6393,70.0,0.14
6460,70.0,0.14
6538,70.0,0.14
6613,70.0,0.13
6647,70.0,0.13
6713,70.0,0.13
6753,70.0,0.13
6760,70.0,0.13
6782,70.0,0.12
6806,70.0,0.12
6875,70.0,0.12
6879,70.0,0.12
6886,70.0,0.12
6989,70.0,0.11
7055,70.0,0.11
7092,70.0,0.11
7095,70.0,0.11
7128,70.0,0.11
7136,70.0,0.11
7272,70.0,0.1
7273,70.0,0.1
7274,70.0,0.1
7336,70.0,0.1
7359,70.0,0.1
7518,70.0,0.09
7533,70.0,0.09
7595,70.0,0.09
7616,70.0,0.09
7618,70.0,0.09
7741,70.0,0.09
7750,70.0,0.09
7755,70.0,0.09
7794,70.0,0.08
7824,70.0,0.08
7882,70.0,0.08
7928,70.0,0.08
8053,70.0,0.08
8059,70.0,0.07
8081,70.0,0.07
8096,70.0,0.07
8140,70.0,0.07
8149,70.0,0.07
8173,70.0,0.07
8179,70.0,0.07
8255,70.0,0.07
8262,70.0,0.07
8274,70.0,0.07
8358,70.0,0.06
8367,70.0,0.06
8373,70.0,0.06
8376,70.0,0.06
8421,70.0,0.06
8499,70.0,0.06
8505,70.0,0.06
8594,70.0,0.06
8610,70.0,0.06
8613,70.0,0.06
8667,70.0,0.05
8671,70.0,0.05
8749,70.0,0.05
8759,70.0,0.05
8762,70.0,0.05
8825,70.0,0.05
8891,70.0,0.05
8926,70.0,0.05
8971,70.0,0.05
9035,70.0,0.04
9078,70.0,0.04
9091,70.0,0.04
9106,70.0,0.04
9113,70.0,0.04
9139,70.0,0.04
9267,70.0,0.04
9287,70.0,0.04
9314,70.0,0.03
9370,70.0,0.03
9459,70.0,0.03
9477,70.0,0.03
9521,70.0,0.03
9527,70.0,0.03
9594,70.0,0.03
9617,70.0,0.03
9663,70.0,0.03
9683,70.0,0.02
9737,70.0,0.02
9892,70.0,0.02
9894,70.0,0.02
9914,70.0,0.02
9930,70.0,0.02
9971,70.0,0.02
10020,70.0,0.02
10085,70.0,0.02
10129,70.0,0.01
10246,70.0,0.01
10249,70.0,0.01
10278,70.0,0.01
10319,70.0,0.01
69,71.0,9.36
383,71.0,3.46
577,71.0,2.65
587,71.0,2.61
645,71.0,2.42
664,71.0,2.37
676,71.0,2.34
704,71.0,2.27
734,71.0,2.21
814,71.0,2.07
855,71.0,2.0
879,71.0,1.94
932,71.0,1.86
936,71.0,1.86
1000,71.0,1.76
1036,71.0,1.7
1063,71.0,1.67
1075,71.0,1.65
1140,71.0,1.55
1215,71.0,1.45
1221,71.0,1.44
1226,71.0,1.43
1314,71.0,1.34
1386,71.0,1.27
1443,71.0,1.21
1455,71.0,1.21
1470,71.0,1.19
1557,71.0,1.12
1639,71.0,1.06
1652,71.0,1.05
1678,71.0,1.03
1706,71.0,1.02
1750,71.0,0.99
1792,71.0,0.96
1799,71.0,0.95
1805,71.0,0.95
1844,71.0,0.93
1847,71.0,0.93
1859,71.0,0.92
1896,71.0,0.9
1905,71.0,0.9
1911,71.0,0.9
1920,71.0,0.89
1944,71.0,0.88
1997,71.0,0.85
2004,71.0,0.85
2019,71.0,0.84
2112,71.0,0.79
2140,71.0,0.78
2156,71.0,0.77
2195,71.0,0.76
2266,71.0,0.73
2361,71.0,0.7
2403,71.0,0.68
2413,71.0,0.67
2455,71.0,0.66
2457,71.0,0.66
2461,71.0,0.66
2540,71.0,0.63
2569,71.0,0.62
2571,71.0,0.62
2607,71.0,0.61
2623,71.0,0.61
2645,71.0,0.6
2665,71.0,0.6
2727,71.0,0.58
2729,71.0,0.58
2764,71.0,0.57
2810,71.0,0.56
2829,71.0,0.56
2911,71.0,0.54
2950,71.0,0.53
3001,71.0,0.52
3025,71.0,0.51
3059,71.0,0.51
3091,71.0,0.5
3258,71.0,0.47
3276,71.0,0.46
3280,71.0,0.46
3307,71.0,0.45
3337,71.0,0.45
3400,71.0,0.44
3408,71.0,0.44
3454,71.0,0.43
3459,71.0,0.43
3512,71.0,0.42
3515,71.0,0.42
3621,71.0,0.4
3645,71.0,0.4
3657,71.0,0.4
3680,71.0,0.4
3693,71.0,0.39
3702,71.0,0.39
3746,71.0,0.39
3748,71.0,0.39
3749,71.0,0.38
3879,71.0,0.37
3902,71.0,0.36
3955,71.0,0.35
3963,71.0,0.35
3981,71.0,0.35
4044,71.0,0.34
4138,71.0,0.33
4240,71.0,0.32
4295,71.0,0.31
4388,71.0,0.29
4449,71.0,0.29
4465,71.0,0.29
4467,71.0,0.29
4515,71.0,0.28
4541,71.0,0.28
4547,71.0,0.28
4556,71.0,0.28
4570,71.0,0.28
4577,71.0,0.28
4595,71.0,0.27
4626,71.0,0.27
4649,71.0,0.27
4654,71.0,0.27
4677,71.0,0.27
4686,71.0,0.27
4782,71.0,0.26
4806,71.0,0.25
4831,71.0,0.25
4844,71.0,0.25
4845,71.0,0.25
4914,71.0,0.25
4941,71.0,0.24
4972,71.0,0.24
4998,71.0,0.24
5085,71.0,0.23
5112,71.0,0.23
5114,71.0,0.23
5230,71.0,0.22
5305,71.0,0.21
5356,71.0,0.21
5404,71.0,0.2
5436,71.0,0.2
5473,71.0,0.2
5488,71.0,0.2
5496,71.0,0.2
5556,71.0,0.19
5561,71.0,0.19
5624,71.0,0.19
5709,71.0,0.18
5750,71.0,0.18
5774,71.0,0.18
5783,71.0,0.18
5881,71.0,0.17
5917,71.0,0.17
5920,71.0,0.17
5941,71.0,0.17
5950,71.0,0.17
6018,71.0,0.17
6020,71.0,0.17
6030,71.0,0.16
6038,71.0,0.16
6076,71.0,0.16
6102,71.0,0.16
6195,71.0,0.15
6276,71.0,0.15
6284,71.0,0.15
6340,71.0,0.15
6429,71.0,0.14
6469,71.0,0.14
6480,71.0,0.14
6506,71.0,0.14
6588,71.0,0.13
6768,71.0,0.12
6772,71.0,0.12
6848,71.0,0.12
6878,71.0,0.12
7012,71.0,0.11
7106,71.0,0.11
7132,71.0,0.11
7160,71.0,0.11
7232,71.0,0.11
7286,71.0,0.1
7302,71.0,0.1
7343,71.0,0.1
7350,71.0,0.1
7365,71.0,0.1
7438,71.0,0.1
7463,71.0,0.1
7470,71.0,0.1
7480,71.0,0.1
7482,71.0,0.1
7510,71.0,0.09
7559,71.0,0.09
7583,71.0,0.09
7587,71.0,0.09
7592,71.0,0.09
7609,71.0,0.09
7638,71.0,0.09
7672,71.0,0.09
7703,71.0,0.09
7717,71.0,0.09
7851,71.0,0.08
7946,71.0,0.08
7972,71.0,0.08
7981,71.0,0.08
8022,71.0,0.08
8043,71.0,0.08
8062,71.0,0.07
8113,71.0,0.07
8190,71.0,0.07
8326,71.0,0.07
8450,71.0,0.06
8465,71.0,0.06
8535,71.0,0.06
8555,71.0,0.06
8559,71.0,0.06
8578,71.0,0.06
8588,71.0,0.06
8590,71.0,0.06
8679,71.0,0.05
8710,71.0,0.05
8753,71.0,0.05
8782,71.0,0.05
8819,71.0,0.05
8834,71.0,0.05
8863,71.0,0.05
8919,71.0,0.05
8922,71.0,0.05
8932,71.0,0.05
8960,71.0,0.05
8994,71.0,0.04
9031,71.0,0.04
9092,71.0,0.04
9209,71.0,0.04
9234,71.0,0.04
9274,71.0,0.04
9292,71.0,0.04
9319,71.0,0.03
9360,71.0,0.03
9362,71.0,0.03
9467,71.0,0.03
9544,71.0,0.03
9557,71.0,0.03
9700,71.0,0.02
9707,71.0,0.02
9712,71.0,0.02
9714,71.0,0.02
9767,71.0,0.02
9775,71.0,0.02
9778,71.0,0.02
9926,71.0,0.02
10003,71.0,0.02
10023,71.0,0.02
10071,71.0,0.02
10177,71.0,0.01
10220,71.0,0.01
10236,71.0,0.01
10258,71.0,0.01
74,72.0,8.91
364,72.0,3.54
366,72.0,3.53
373,72.0,3.5
460,72.0,3.05
598,72.0,2.57
700,72.0,2.28
810,72.0,2.07
826,72.0,2.05
833,72.0,2.04
894,72.0,1.93
961,72.0,1.82
1072,72.0,1.66
1080,72.0,1.64
1107,72.0,1.6
1127,72.0,1.57
1258,72.0,1.4
1361,72.0,1.29
1491,72.0,1.17
1644,72.0,1.06
1648,72.0,1.06
1698,72.0,1.02
1699,72.0,1.02
1721,72.0,1.01
1732,72.0,1.0
1985,72.0,0.87
1994,72.0,0.86
1996,72.0,0.86
2010,72.0,0.85
2104,72.0,0.8
2133,72.0,0.79
2153,72.0,0.78
2207,72.0,0.75
2208,72.0,0.75
2247,72.0,0.74
2251,72.0,0.73
2262,72.0,0.73
2290,72.0,0.72
2392,72.0,0.68
2500,72.0,0.64
2575,72.0,0.62
2594,72.0,0.61
2603,72.0,0.61
2643,72.0,0.6
2659,72.0,0.6
2661,72.0,0.6
2683,72.0,0.59
2825,72.0,0.56
2828,72.0,0.56
2832,72.0,0.56
2867,72.0,0.55
2894,72.0,0.54
2949,72.0,0.53
2953,72.0,0.53
3094,72.0,0.5
3156,72.0,0.49
3159,72.0,0.49
3163,72.0,0.49
3179,72.0,0.48
3190,72.0,0.48
3199,72.0,0.48
3205,72.0,0.47
3214,72.0,0.47
3294,72.0,0.46
3295,72.0,0.46
3346,72.0,0.45
3427,72.0,0.43
3513,72.0,0.42
3628,72.0,0.4
3700,72.0,0.39
3716,72.0,0.39
3738,72.0,0.39
3757,72.0,0.38
3801,72.0,0.38
3817,72.0,0.37
3863,72.0,0.37
3906,72.0,0.36
3925,72.0,0.36
4020,72.0,0.34
4066,72.0,0.33
4132,72.0,0.33
4165,72.0,0.32
4167,72.0,0.32
4216,72.0,0.32
4230,72.0,0.32
4247,72.0,0.32
4258,72.0,0.31
4322,72.0,0.3
4377,72.0,0.3
4389,72.0,0.29
4398,72.0,0.29
4422,72.0,0.29
4424,72.0,0.29
4481,72.0,0.29
4483,72.0,0.29
4495,72.0,0.28
4608,72.0,0.27
4854,72.0,0.25
4995,72.0,0.24
5038,72.0,0.23
5063,72.0,0.23
5155,72.0,0.22
5186,72.0,0.22
5200,72.0,0.22
5237,72.0,0.22
5242,72.0,0.22
5288,72.0,0.21
5327,72.0,0.21
5401,72.0,0.2
5414,72.0,0.2
5431,72.0,0.2
5434,72.0,0.2
5459,72.0,0.2
5540,72.0,0.19
5547,72.0,0.19
5600,72.0,0.19
5631,72.0,0.19
5649,72.0,0.19
5663,72.0,0.19
5714,72.0,0.18
5721,72.0,0.18
5754,72.0,0.18
5803,72.0,0.18
5880,72.0,0.17
5884,72.0,0.17
5887,72.0,0.17
5926,72.0,0.17
5971,72.0,0.17
5987,72.0,0.17
5990,72.0,0.17
5992,72.0,0.17
5995,72.0,0.17
6008,72.0,0.17
6011,72.0,0.17
6043,72.0,0.16
6060,72.0,0.16
6144,72.0,0.16
6234,72.0,0.15
6419,72.0,0.14
6421,72.0,0.14
6486,72.0,0.14
6502,72.0,0.14
6553,72.0,0.13
6585,72.0,0.13
6586,72.0,0.13
6676,72.0,0.13
6741,72.0,0.13
6851,72.0,0.12
6899,72.0,0.12
6947,72.0,0.12
7009,72.0,0.11
7025,72.0,0.11
7093,72.0,0.11
7133,72.0,0.11
7200,72.0,0.11
7226,72.0,0.11
7291,72.0,0.1
7299,72.0,0.1
7300,72.0,0.1
7309,72.0,0.1
7321,72.0,0.1
7456,72.0,0.1
7534,72.0,0.09
7593,72.0,0.09
7680,72.0,0.09
7727,72.0,0.09
7773,72.0,0.08
7783,72.0,0.08
7875,72.0,0.08
7954,72.0,0.08
7955,72.0,0.08
7984,72.0,0.08
8024,72.0,0.08
8058,72.0,0.07
8060,72.0,0.07
8107,72.0,0.07
8208,72.0,0.07
8220,72.0,0.07
8240,72.0,0.07
8313,72.0,0.07
8332,72.0,0.07
8391,72.0,0.06
8405,72.0,0.06
8457,72.0,0.06
8479,72.0,0.06
8482,72.0,0.06
8556,72.0,0.06
8660,72.0,0.05
8736,72.0,0.05
8747,72.0,0.05
8903,72.0,0.05
8936,72.0,0.05
8937,72.0,0.05
8941,72.0,0.05
8967,72.0,0.05
9011,72.0,0.04
9073,72.0,0.04
9110,72.0,0.04
9133,72.0,0.04
9195,72.0,0.04
9202,72.0,0.04
9203,72.0,0.04
9236,72.0,0.04
9259,72.0,0.04
9325,72.0,0.03
9327,72.0,0.03
9426,72.0,0.03
9478,72.0,0.03
9625,72.0,0.03
9627,72.0,0.03
9632,72.0,0.03
9697,72.0,0.02
9909,72.0,0.02
9940,72.0,0.02
9942,72.0,0.02
9965,72.0,0.02
10029,72.0,0.02
10074,72.0,0.02
10128,72.0,0.01
10130,72.0,0.01
10137,72.0,0.01
10148,72.0,0.01
10172,72.0,0.01
10208,72.0,0.01
10248,72.0,0.01
10339,72.0,0.01
60,73.0,10.25
141,73.0,6.19
230,73.0,4.62
439,73.0,3.13
472,73.0,3.0
474,73.0,3.0
497,73.0,2.9
542,73.0,2.77
560,73.0,2.69
593,73.0,2.58
601,73.0,2.56
606,73.0,2.54
647,73.0,2.42
657,73.0,2.39
675,73.0,2.35
733,73.0,2.21
790,73.0,2.1
813,73.0,2.07
835,73.0,2.04
843,73.0,2.03
938,73.0,1.86
1052,73.0,1.67
1139,73.0,1.55
1165,73.0,1.51
1214,73.0,1.45
1219,73.0,1.44
1290,73.0,1.36
1297,73.0,1.35
1304,73.0,1.34
1319,73.0,1.34
1333,73.0,1.32
1366,73.0,1.28
1372,73.0,1.27
1445,73.0,1.21
1450,73.0,1.21
1459,73.0,1.2
1513,73.0,1.15
1536,73.0,1.14
1547,73.0,1.13
1549,73.0,1.12
1581,73.0,1.1
1604,73.0,1.08
1618,73.0,1.07
1673,73.0,1.04
1684,73.0,1.03
1731,73.0,1.0
1813,73.0,0.95
1817,73.0,0.95
1820,73.0,0.94
1851,73.0,0.93
1871,73.0,0.92
1898,73.0,0.9
1909,73.0,0.9
1971,73.0,0.87
1986,73.0,0.87
1999,73.0,0.85
2077,73.0,0.81
2085,73.0,0.81
2111,73.0,0.79
2149,73.0,0.78
2275,73.0,0.72
2283,73.0,0.72
2317,73.0,0.71
2326,73.0,0.71
2339,73.0,0.7
2360,73.0,0.7
2419,73.0,0.67
2465,73.0,0.65
2466,73.0,0.65
2526,73.0,0.63
2532,73.0,0.63
2591,73.0,0.61
2598,73.0,0.61
2680,73.0,0.59
2685,73.0,0.59
2709,73.0,0.58
2717,73.0,0.58
2760,73.0,0.57
2780,73.0,0.57
2785,73.0,0.57
2960,73.0,0.53
2990,73.0,0.52
2993,73.0,0.52
3014,73.0,0.52
3061,73.0,0.51
3067,73.0,0.51
3084,73.0,0.5
3177,73.0,0.48
3186,73.0,0.48
3356,73.0,0.45
3387,73.0,0.44
3417,73.0,0.44
3424,73.0,0.43
3437,73.0,0.43
3448,73.0,0.43
3503,73.0,0.42
3590,73.0,0.41
3631,73.0,0.4
3656,73.0,0.4
3662,73.0,0.4
3673,73.0,0.4
3791,73.0,0.38
3810,73.0,0.38
3862,73.0,0.37
3865,73.0,0.37
3867,73.0,0.37
3877,73.0,0.37
3901,73.0,0.36
3919,73.0,0.36
3953,73.0,0.35
4013,73.0,0.34
4015,73.0,0.34
4077,73.0,0.33
4180,73.0,0.32
4260,73.0,0.31
4266,73.0,0.31
4292,73.0,0.31
4297,73.0,0.31
4303,73.0,0.31
4316,73.0,0.31
4317,73.0,0.3
4357,73.0,0.3
4361,73.0,0.3
4400,73.0,0.29
4494,73.0,0.28
4502,73.0,0.28
4635,73.0,0.27
4705,73.0,0.26
4743,73.0,0.26
4750,73.0,0.26
4793,73.0,0.26
4799,73.0,0.26
4840,73.0,0.25
4926,73.0,0.24
4991,73.0,0.24
5037,73.0,0.23
5056,73.0,0.23
5081,73.0,0.23
5093,73.0,0.23
5120,73.0,0.23
5123,73.0,0.23
5188,73.0,0.22
5307,73.0,0.21
5402,73.0,0.2
5446,73.0,0.2
5517,73.0,0.2
5616,73.0,0.19
5713,73.0,0.18
5749,73.0,0.18
5762,73.0,0.18
5813,73.0,0.18
5861,73.0,0.17
5879,73.0,0.17
5902,73.0,0.17
5960,73.0,0.17
5965,73.0,0.17
5968,73.0,0.17
5989,73.0,0.17
6046,73.0,0.16
6071,73.0,0.16
6110,73.0,0.16
6119,73.0,0.16
6171,73.0,0.15
6186,73.0,0.15
6295,73.0,0.15
6454,73.0,0.14
6470,73.0,0.14
6539,73.0,0.14
6580,73.0,0.13
6660,73.0,0.13
6686,73.0,0.13
6723,73.0,0.13
6729,73.0,0.13
6818,73.0,0.12
6882,73.0,0.12
6940,73.0,0.12
6956,73.0,0.12
6981,73.0,0.12
7040,73.0,0.11
7067,73.0,0.11
7144,73.0,0.11
7169,73.0,0.11
7182,73.0,0.11
7307,73.0,0.1
7419,73.0,0.1
7439,73.0,0.1
7441,73.0,0.1
7467,73.0,0.1
7508,73.0,0.09
7579,73.0,0.09
7584,73.0,0.09
7681,73.0,0.09
7737,73.0,0.09
7776,73.0,0.08
7802,73.0,0.08
7905,73.0,0.08
8027,73.0,0.08
8031,73.0,0.08
8101,73.0,0.07
8122,73.0,0.07
8194,73.0,0.07
8222,73.0,0.07
8223,73.0,0.07
8235,73.0,0.07
8272,73.0,0.07
8279,73.0,0.07
8298,73.0,0.07
8395,73.0,0.06
8564,73.0,0.06
8581,73.0,0.06
8605,73.0,0.06
8798,73.0,0.05
8832,73.0,0.05
8898,73.0,0.05
9029,73.0,0.04
9187,73.0,0.04
9249,73.0,0.04
9304,73.0,0.03
9335,73.0,0.03
9361,73.0,0.03
9391,73.0,0.03
9395,73.0,0.03
9514,73.0,0.03
9534,73.0,0.03
9540,73.0,0.03
9541,73.0,0.03
9588,73.0,0.03
9642,73.0,0.03
9651,73.0,0.03
9694,73.0,0.02
9734,73.0,0.02
9748,73.0,0.02
9755,73.0,0.02
9776,73.0,0.02
9887,73.0,0.02
9983,73.0,0.02
9995,73.0,0.02
10143,73.0,0.01
61,74.0,10.12
68,74.0,9.44
116,74.0,6.76
123,74.0,6.62
344,74.0,3.65
449,74.0,3.1
456,74.0,3.06
586,74.0,2.61
717,74.0,2.24
722,74.0,2.23
760,74.0,2.16
797,74.0,2.09
915,74.0,1.88
934,74.0,1.86
1035,74.0,1.7
1094,74.0,1.62
1113,74.0,1.59
1143,74.0,1.55
1146,74.0,1.55
1159,74.0,1.53
1220,74.0,1.44
1312,74.0,1.34
1316,74.0,1.34
1325,74.0,1.33
1334,74.0,1.32
1358,74.0,1.29
1409,74.0,1.25
1497,74.0,1.17
1528,74.0,1.14
1565,74.0,1.11
1575,74.0,1.1
1597,74.0,1.09
1672,74.0,1.04
1716,74.0,1.01
1806,74.0,0.95
1876,74.0,0.91
1907,74.0,0.9
1908,74.0,0.9
1954,74.0,0.88
1992,74.0,0.86
2015,74.0,0.85
2071,74.0,0.82
2087,74.0,0.81
2114,74.0,0.79
2122,74.0,0.79
2142,74.0,0.78
2234,74.0,0.74
2236,74.0,0.74
2249,74.0,0.73
2271,74.0,0.73
2273,74.0,0.72
2276,74.0,0.72
2282,74.0,0.72
2295,74.0,0.72
2404,74.0,0.68
2411,74.0,0.67
2435,74.0,0.66
2468,74.0,0.65
2503,74.0,0.64
2520,74.0,0.64
2521,74.0,0.64
2582,74.0,0.62
2689,74.0,0.59
2710,74.0,0.58
2716,74.0,0.58
2770,74.0,0.57
2777,74.0,0.57
2814,74.0,0.56
2876,74.0,0.55
2884,74.0,0.54
2908,74.0,0.54
3012,74.0,0.52
3024,74.0,0.51
3034,74.0,0.51
3049,74.0,0.51
3234,74.0,0.47
3262,74.0,0.46
3271,74.0,0.46
3350,74.0,0.45
3378,74.0,0.44
3396,74.0,0.44
3416,74.0,0.44
3431,74.0,0.43
3441,74.0,0.43
3449,74.0,0.43
3455,74.0,0.43
3474,74.0,0.43
3484,74.0,0.42
3486,74.0,0.42
3541,74.0,0.42
3564,74.0,0.41
3617,74.0,0.4
3677,74.0,0.4
3762,74.0,0.38
3845,74.0,0.37
3854,74.0,0.37
4011,74.0,0.34
4100,74.0,0.33
4115,74.0,0.33
4117,74.0,0.33
4125,74.0,0.33
4134,74.0,0.33
4175,74.0,0.32
4178,74.0,0.32
4217,74.0,0.32
4253,74.0,0.31
4298,74.0,0.31
4354,74.0,0.3
4366,74.0,0.3
4393,74.0,0.29
4397,74.0,0.29
4431,74.0,0.29
4439,74.0,0.29
4588,74.0,0.27
4778,74.0,0.26
4810,74.0,0.25
4859,74.0,0.25
4900,74.0,0.25
5035,74.0,0.24
5100,74.0,0.23
5102,74.0,0.23
5152,74.0,0.22
5308,74.0,0.21
5315,74.0,0.21
5318,74.0,0.21
5341,74.0,0.21
5358,74.0,0.21
5359,74.0,0.21
5386,74.0,0.21
5415,74.0,0.2
5482,74.0,0.2
5550,74.0,0.19
5573,74.0,0.19
5601,74.0,0.19
5661,74.0,0.19
5680,74.0,0.19
5683,74.0,0.19
5693,74.0,0.19
5748,74.0,0.18
5891,74.0,0.17
5893,74.0,0.17
6025,74.0,0.16
6027,74.0,0.16
6040,74.0,0.16
6053,74.0,0.16
6089,74.0,0.16
6096,74.0,0.16
6134,74.0,0.16
6180,74.0,0.15
6181,74.0,0.15
6201,74.0,0.15
6246,74.0,0.15
6269,74.0,0.15
6291,74.0,0.15
6323,74.0,0.15
6336,74.0,0.15
6337,74.0,0.15
6341,74.0,0.15
6369,74.0,0.14
6389,74.0,0.14
6396,74.0,0.14
6529,74.0,0.14
6646,74.0,0.13
6721,74.0,0.13
6761,74.0,0.13
6778,74.0,0.12
6816,74.0,0.12
6885,74.0,0.12
6920,74.0,0.12
6941,74.0,0.12
6980,74.0,0.12
7005,74.0,0.11
7037,74.0,0.11
7223,74.0,0.11
7287,74.0,0.1
7486,74.0,0.1
7507,74.0,0.09
7600,74.0,0.09
7675,74.0,0.09
7748,74.0,0.09
7816,74.0,0.08
7887,74.0,0.08
7958,74.0,0.08
7975,74.0,0.08
7982,74.0,0.08
8029,74.0,0.08
8063,74.0,0.07
8171,74.0,0.07
8293,74.0,0.07
8309,74.0,0.07
8348,74.0,0.06
8385,74.0,0.06
8566,74.0,0.06
8576,74.0,0.06
8586,74.0,0.06
8701,74.0,0.05
8755,74.0,0.05
8793,74.0,0.05
8839,74.0,0.05
8882,74.0,0.05
8978,74.0,0.05
9041,74.0,0.04
9074,74.0,0.04
9217,74.0,0.04
9231,74.0,0.04
9233,74.0,0.04
9245,74.0,0.04
9354,74.0,0.03
9440,74.0,0.03
9466,74.0,0.03
9487,74.0,0.03
9511,74.0,0.03
9579,74.0,0.03
9599,74.0,0.03
9603,74.0,0.03
9618,74.0,0.03
9665,74.0,0.03
9897,74.0,0.02
9910,74.0,0.02
9929,74.0,0.02
9950,74.0,0.02
9967,74.0,0.02
10111,74.0,0.02
10173,74.0,0.01
10303,74.0,0.01
10336,74.0,0.01
398,75.0,3.37
455,75.0,3.07
461,75.0,3.04
522,75.0,2.81
611,75.0,2.52
690,75.0,2.3
827,75.0,2.05
859,75.0,1.98
976,75.0,1.79
988,75.0,1.76
994,75.0,1.76
1115,75.0,1.58
1160,75.0,1.52
1184,75.0,1.49
1195,75.0,1.48
1287,75.0,1.36
1352,75.0,1.29
1357,75.0,1.29
1381,75.0,1.27
1383,75.0,1.27
1396,75.0,1.26
1433,75.0,1.23
1454,75.0,1.21
1473,75.0,1.19
1571,75.0,1.11
1587,75.0,1.09
1594,75.0,1.09
1608,75.0,1.08
1628,75.0,1.07
1631,75.0,1.06
1654,75.0,1.05
1655,75.0,1.05
1686,75.0,1.03
1747,75.0,0.99
1754,75.0,0.98
1771,75.0,0.97
1774,75.0,0.97
1810,75.0,0.95
1891,75.0,0.91
1937,75.0,0.89
1958,75.0,0.88
2012,75.0,0.85
2039,75.0,0.83
2053,75.0,0.83
2063,75.0,0.82
2073,75.0,0.81
2090,75.0,0.81
2093,75.0,0.8
2095,75.0,0.8
2126,75.0,0.79
2215,75.0,0.75
2268,75.0,0.73
2296,75.0,0.72
2302,75.0,0.72
2323,75.0,0.71
2374,75.0,0.69
2377,75.0,0.69
2512,75.0,0.64
2544,75.0,0.63
2570,75.0,0.62
2601,75.0,0.61
2628,75.0,0.61
2747,75.0,0.57
2784,75.0,0.57
2835,75.0,0.56
2841,75.0,0.56
2861,75.0,0.55
2881,75.0,0.54
2892,75.0,0.54
2897,75.0,0.54
2933,75.0,0.53
2962,75.0,0.53
3002,75.0,0.52
3050,75.0,0.51
3085,75.0,0.5
3121,75.0,0.49
3221,75.0,0.47
3249,75.0,0.47
3313,75.0,0.45
3322,75.0,0.45
3323,75.0,0.45
3363,75.0,0.45
3412,75.0,0.44
3533,75.0,0.42
3536,75.0,0.42
3540,75.0,0.42
3555,75.0,0.41
3594,75.0,0.41
3606,75.0,0.41
3607,75.0,0.41
3704,75.0,0.39
3743,75.0,0.39
3807,75.0,0.38
3844,75.0,0.37
3880,75.0,0.37
3967,75.0,0.35
4012,75.0,0.34
4019,75.0,0.34
4021,75.0,0.34
4023,75.0,0.34
4039,75.0,0.34
4054,75.0,0.34
4061,75.0,0.33
4067,75.0,0.33
4070,75.0,0.33
4085,75.0,0.33
4109,75.0,0.33
4120,75.0,0.33
4149,75.0,0.32
4152,75.0,0.32
4154,75.0,0.32
4173,75.0,0.32
4179,75.0,0.32
4211,75.0,0.32
4232,75.0,0.32
4335,75.0,0.3
4443,75.0,0.29
4472,75.0,0.29
4487,75.0,0.28
4524,75.0,0.28
4589,75.0,0.27
4645,75.0,0.27
4651,75.0,0.27
4676,75.0,0.27
4702,75.0,0.26
4776,75.0,0.26
4871,75.0,0.25
4918,75.0,0.25
4956,75.0,0.24
