"idgames","user_score","global_sales"
10129,6.8,0.01
10145,6.8,0.01
10169,6.8,0.01
10263,6.8,0.01
10278,6.8,0.01
10299,6.8,0.01
10314,6.8,0.01
127,6.9,6.45
326,6.9,3.79
357,6.9,3.59
457,6.9,3.05
575,6.9,2.65
664,6.9,2.37
699,6.9,2.28
758,6.9,2.16
1041,6.9,1.69
1144,6.9,1.55
1174,6.9,1.5
1181,6.9,1.49
1183,6.9,1.49
1186,6.9,1.48
1217,6.9,1.45
1282,6.9,1.37
1294,6.9,1.35
1312,6.9,1.34
1402,6.9,1.25
1417,6.9,1.24
1444,6.9,1.21
1491,6.9,1.17
1579,6.9,1.1
1593,6.9,1.09
1597,6.9,1.09
1606,6.9,1.08
1654,6.9,1.05
1711,6.9,1.02
1795,6.9,0.96
1798,6.9,0.95
1809,6.9,0.95
1816,6.9,0.95
1839,6.9,0.93
1971,6.9,0.87
2086,6.9,0.81
2125,6.9,0.79
2187,6.9,0.76
2221,6.9,0.75
2253,6.9,0.73
2264,6.9,0.73
2334,6.9,0.7
2389,6.9,0.68
2425,6.9,0.66
2458,6.9,0.66
2485,6.9,0.65
2529,6.9,0.63
2605,6.9,0.61
2660,6.9,0.6
2734,6.9,0.58
2780,6.9,0.57
2805,6.9,0.56
2843,6.9,0.56
2869,6.9,0.55
2944,6.9,0.53
2996,6.9,0.52
3083,6.9,0.5
3129,6.9,0.49
3137,6.9,0.49
3207,6.9,0.47
3258,6.9,0.47
3293,6.9,0.46
3319,6.9,0.45
3348,6.9,0.45
3365,6.9,0.45
3468,6.9,0.43
3492,6.9,0.42
3501,6.9,0.42
3574,6.9,0.41
3586,6.9,0.41
3749,6.9,0.38
3815,6.9,0.37
3842,6.9,0.37
3945,6.9,0.35
3965,6.9,0.35
3972,6.9,0.35
3979,6.9,0.35
4129,6.9,0.33
4172,6.9,0.32
4191,6.9,0.32
4212,6.9,0.32
4220,6.9,0.32
4302,6.9,0.31
4398,6.9,0.29
4496,6.9,0.28
4533,6.9,0.28
4746,6.9,0.26
4769,6.9,0.26
4827,6.9,0.25
4872,6.9,0.25
4951,6.9,0.24
5099,6.9,0.23
5269,6.9,0.21
5333,6.9,0.21
5392,6.9,0.21
5560,6.9,0.19
5566,6.9,0.19
5750,6.9,0.18
5840,6.9,0.18
5933,6.9,0.17
5954,6.9,0.17
6114,6.9,0.16
6189,6.9,0.15
6207,6.9,0.15
6230,6.9,0.15
6348,6.9,0.15
6407,6.9,0.14
6478,6.9,0.14
6567,6.9,0.13
6687,6.9,0.13
6854,6.9,0.12
6865,6.9,0.12
6913,6.9,0.12
7753,6.9,0.09
7840,6.9,0.08
7845,6.9,0.08
7891,6.9,0.08
7952,6.9,0.08
7986,6.9,0.08
8339,6.9,0.06
8368,6.9,0.06
8439,6.9,0.06
8480,6.9,0.06
8535,6.9,0.06
8597,6.9,0.06
8598,6.9,0.06
8670,6.9,0.05
8962,6.9,0.05
8975,6.9,0.05
9078,6.9,0.04
9136,6.9,0.04
9243,6.9,0.04
9244,6.9,0.04
9324,6.9,0.03
9367,6.9,0.03
9479,6.9,0.03
9514,6.9,0.03
9570,6.9,0.03
9703,6.9,0.02
9776,6.9,0.02
9985,6.9,0.02
10143,6.9,0.01
10208,6.9,0.01
10291,6.9,0.01
66,7.0,9.71
325,7.0,3.8
472,7.0,3.0
519,7.0,2.82
608,7.0,2.53
614,7.0,2.52
631,7.0,2.45
742,7.0,2.2
1139,7.0,1.55
1182,7.0,1.49
1231,7.0,1.43
1348,7.0,1.3
1464,7.0,1.2
1652,7.0,1.05
1684,7.0,1.03
1687,7.0,1.03
1698,7.0,1.02
1723,7.0,1.01
1827,7.0,0.94
1847,7.0,0.93
1849,7.0,0.93
1896,7.0,0.9
1901,7.0,0.9
1904,7.0,0.9
2000,7.0,0.85
2015,7.0,0.85
2072,7.0,0.82
2094,7.0,0.8
2109,7.0,0.8
2122,7.0,0.79
2138,7.0,0.78
2205,7.0,0.75
2266,7.0,0.73
2274,7.0,0.72
2284,7.0,0.72
2314,7.0,0.71
2345,7.0,0.7
2348,7.0,0.7
2408,7.0,0.67
2427,7.0,0.66
2501,7.0,0.64
2523,7.0,0.64
2534,7.0,0.63
2544,7.0,0.63
2592,7.0,0.61
2600,7.0,0.61
2697,7.0,0.59
2749,7.0,0.57
2776,7.0,0.57
2827,7.0,0.56
2848,7.0,0.55
2891,7.0,0.54
2900,7.0,0.54
2906,7.0,0.54
2949,7.0,0.53
3045,7.0,0.51
3061,7.0,0.51
3079,7.0,0.5
3106,7.0,0.5
3123,7.0,0.49
3189,7.0,0.48
3266,7.0,0.46
3292,7.0,0.46
3307,7.0,0.45
3331,7.0,0.45
3338,7.0,0.45
3363,7.0,0.45
3426,7.0,0.43
3444,7.0,0.43
3517,7.0,0.42
3525,7.0,0.42
3545,7.0,0.42
3637,7.0,0.4
3694,7.0,0.39
3704,7.0,0.39
3746,7.0,0.39
3758,7.0,0.38
3806,7.0,0.38
3812,7.0,0.38
3836,7.0,0.37
3900,7.0,0.36
3970,7.0,0.35
4049,7.0,0.34
4180,7.0,0.32
4276,7.0,0.31
4342,7.0,0.3
4371,7.0,0.3
4377,7.0,0.3
4379,7.0,0.3
4403,7.0,0.29
4442,7.0,0.29
4515,7.0,0.28
4527,7.0,0.28
4585,7.0,0.28
4668,7.0,0.27
4684,7.0,0.27
4689,7.0,0.27
4703,7.0,0.26
4853,7.0,0.25
4919,7.0,0.24
4922,7.0,0.24
4992,7.0,0.24
5041,7.0,0.23
5068,7.0,0.23
5150,7.0,0.22
5157,7.0,0.22
5177,7.0,0.22
5190,7.0,0.22
5210,7.0,0.22
5213,7.0,0.22
5215,7.0,0.22
5294,7.0,0.21
5308,7.0,0.21
5328,7.0,0.21
5341,7.0,0.21
5388,7.0,0.21
5437,7.0,0.2
5460,7.0,0.2
5486,7.0,0.2
5488,7.0,0.2
5490,7.0,0.2
5546,7.0,0.19
5552,7.0,0.19
5613,7.0,0.19
5616,7.0,0.19
5683,7.0,0.19
5684,7.0,0.19
5723,7.0,0.18
5759,7.0,0.18
5765,7.0,0.18
5841,7.0,0.18
5861,7.0,0.17
5880,7.0,0.17
5901,7.0,0.17
5982,7.0,0.17
6008,7.0,0.17
6054,7.0,0.16
6063,7.0,0.16
6073,7.0,0.16
6122,7.0,0.16
6186,7.0,0.15
6245,7.0,0.15
6288,7.0,0.15
6315,7.0,0.15
6413,7.0,0.14
6563,7.0,0.13
6583,7.0,0.13
6683,7.0,0.13
6693,7.0,0.13
6714,7.0,0.13
6720,7.0,0.13
6739,7.0,0.13
6789,7.0,0.12
6802,7.0,0.12
6812,7.0,0.12
6823,7.0,0.12
6941,7.0,0.12
6947,7.0,0.12
6958,7.0,0.12
6978,7.0,0.12
7082,7.0,0.11
7119,7.0,0.11
7128,7.0,0.11
7206,7.0,0.11
7230,7.0,0.11
7299,7.0,0.1
7363,7.0,0.1
7451,7.0,0.1
7499,7.0,0.09
7536,7.0,0.09
7560,7.0,0.09
7593,7.0,0.09
7642,7.0,0.09
7730,7.0,0.09
7755,7.0,0.09
7865,7.0,0.08
7959,7.0,0.08
7979,7.0,0.08
7993,7.0,0.08
7998,7.0,0.08
8018,7.0,0.08
8077,7.0,0.07
8104,7.0,0.07
8105,7.0,0.07
8153,7.0,0.07
8168,7.0,0.07
8199,7.0,0.07
8206,7.0,0.07
8308,7.0,0.07
8357,7.0,0.06
8364,7.0,0.06
8394,7.0,0.06
8475,7.0,0.06
8519,7.0,0.06
8537,7.0,0.06
8790,7.0,0.05
8929,7.0,0.05
8963,7.0,0.05
8992,7.0,0.04
9023,7.0,0.04
9073,7.0,0.04
9160,7.0,0.04
9267,7.0,0.04
9325,7.0,0.03
9360,7.0,0.03
9450,7.0,0.03
9527,7.0,0.03
9551,7.0,0.03
9720,7.0,0.02
9784,7.0,0.02
9791,7.0,0.02
9828,7.0,0.02
9877,7.0,0.02
9986,7.0,0.02
10013,7.0,0.02
10069,7.0,0.02
10173,7.0,0.01
10203,7.0,0.01
10259,7.0,0.01
10321,7.0,0.01
26,7.1,15.29
134,7.1,6.34
169,7.1,5.42
209,7.1,4.98
276,7.1,4.19
701,7.1,2.28
802,7.1,2.08
809,7.1,2.08
813,7.1,2.07
826,7.1,2.05
854,7.1,2.0
908,7.1,1.91
1006,7.1,1.75
1019,7.1,1.73
1040,7.1,1.69
1192,7.1,1.48
1268,7.1,1.38
1284,7.1,1.36
1317,7.1,1.34
1461,7.1,1.2
1463,7.1,1.2
1529,7.1,1.14
1651,7.1,1.06
1817,7.1,0.95
1851,7.1,0.93
1861,7.1,0.92
1873,7.1,0.92
1940,7.1,0.89
1978,7.1,0.87
1985,7.1,0.87
2016,7.1,0.84
2021,7.1,0.84
2087,7.1,0.81
2127,7.1,0.79
2158,7.1,0.77
2219,7.1,0.75
2222,7.1,0.74
2235,7.1,0.74
2270,7.1,0.73
2271,7.1,0.73
2287,7.1,0.72
2299,7.1,0.72
2305,7.1,0.72
2336,7.1,0.7
2388,7.1,0.68
2393,7.1,0.68
2413,7.1,0.67
2418,7.1,0.67
2452,7.1,0.66
2453,7.1,0.66
2538,7.1,0.63
2551,7.1,0.63
2617,7.1,0.61
2678,7.1,0.59
2729,7.1,0.58
2878,7.1,0.55
2942,7.1,0.53
2992,7.1,0.52
3007,7.1,0.52
3088,7.1,0.5
3187,7.1,0.48
3212,7.1,0.47
3224,7.1,0.47
3236,7.1,0.47
3350,7.1,0.45
3379,7.1,0.44
3441,7.1,0.43
3458,7.1,0.43
3522,7.1,0.42
3576,7.1,0.41
3605,7.1,0.41
3622,7.1,0.4
3646,7.1,0.4
3671,7.1,0.4
3811,7.1,0.38
3857,7.1,0.37
3904,7.1,0.36
3905,7.1,0.36
3912,7.1,0.36
3959,7.1,0.35
4023,7.1,0.34
4054,7.1,0.34
4127,7.1,0.33
4167,7.1,0.32
4277,7.1,0.31
4426,7.1,0.29
4556,7.1,0.28
4563,7.1,0.28
4626,7.1,0.27
4743,7.1,0.26
4783,7.1,0.26
4830,7.1,0.25
4838,7.1,0.25
4871,7.1,0.25
4881,7.1,0.25
4898,7.1,0.25
4925,7.1,0.24
4968,7.1,0.24
4997,7.1,0.24
5073,7.1,0.23
5111,7.1,0.23
5239,7.1,0.22
5296,7.1,0.21
5349,7.1,0.21
5359,7.1,0.21
5367,7.1,0.21
5371,7.1,0.21
5464,7.1,0.2
5482,7.1,0.2
5504,7.1,0.2
5562,7.1,0.19
5587,7.1,0.19
5691,7.1,0.19
5736,7.1,0.18
5748,7.1,0.18
5770,7.1,0.18
5822,7.1,0.18
5846,7.1,0.18
5849,7.1,0.18
5857,7.1,0.17
6085,7.1,0.16
6116,7.1,0.16
6144,7.1,0.16
6220,7.1,0.15
6264,7.1,0.15
6384,7.1,0.14
6411,7.1,0.14
6515,7.1,0.14
6574,7.1,0.13
6612,7.1,0.13
6644,7.1,0.13
6727,7.1,0.13
6765,7.1,0.13
6906,7.1,0.12
6977,7.1,0.12
7150,7.1,0.11
7247,7.1,0.11
7396,7.1,0.1
7492,7.1,0.1
7703,7.1,0.09
7743,7.1,0.09
7759,7.1,0.09
7813,7.1,0.08
7831,7.1,0.08
7841,7.1,0.08
8057,7.1,0.07
8118,7.1,0.07
8287,7.1,0.07
8318,7.1,0.07
8375,7.1,0.06
8464,7.1,0.06
8584,7.1,0.06
8585,7.1,0.06
8658,7.1,0.05
8709,7.1,0.05
8765,7.1,0.05
8775,7.1,0.05
8898,7.1,0.05
9098,7.1,0.04
9203,7.1,0.04
9241,7.1,0.04
9280,7.1,0.04
9295,7.1,0.04
9371,7.1,0.03
9460,7.1,0.03
9467,7.1,0.03
9483,7.1,0.03
9687,7.1,0.02
9733,7.1,0.02
9855,7.1,0.02
9873,7.1,0.02
9926,7.1,0.02
9966,7.1,0.02
10097,7.1,0.02
10100,7.1,0.02
10220,7.1,0.01
10243,7.1,0.01
10248,7.1,0.01
10258,7.1,0.01
10295,7.1,0.01
62,7.2,9.9
156,7.2,5.63
277,7.2,4.19
407,7.2,3.32
422,7.2,3.23
473,7.2,3.0
536,7.2,2.78
582,7.2,2.62
676,7.2,2.34
700,7.2,2.28
1071,7.2,1.66
1079,7.2,1.65
1200,7.2,1.47
1245,7.2,1.41
1331,7.2,1.32
1342,7.2,1.31
1353,7.2,1.29
1372,7.2,1.27
1373,7.2,1.27
1379,7.2,1.27
1396,7.2,1.26
1427,7.2,1.23
1490,7.2,1.17
1604,7.2,1.08
1648,7.2,1.06
1763,7.2,0.98
1881,7.2,0.91
1919,7.2,0.9
1964,7.2,0.87
1968,7.2,0.87
2004,7.2,0.85
2038,7.2,0.83
2078,7.2,0.81
2088,7.2,0.81
2133,7.2,0.79
2174,7.2,0.77
2213,7.2,0.75
2226,7.2,0.74
2234,7.2,0.74
2293,7.2,0.72
2311,7.2,0.71
2415,7.2,0.67
2423,7.2,0.66
2424,7.2,0.66
2475,7.2,0.65
2499,7.2,0.64
2505,7.2,0.64
2525,7.2,0.63
2558,7.2,0.63
2566,7.2,0.62
2731,7.2,0.58
2771,7.2,0.57
2810,7.2,0.56
2866,7.2,0.55
2980,7.2,0.52
2989,7.2,0.52
3069,7.2,0.5
3121,7.2,0.49
3133,7.2,0.49
3141,7.2,0.49
3152,7.2,0.49
3270,7.2,0.46
3321,7.2,0.45
3343,7.2,0.45
3345,7.2,0.45
3359,7.2,0.45
3378,7.2,0.44
3400,7.2,0.44
3405,7.2,0.44
3408,7.2,0.44
3460,7.2,0.43
3507,7.2,0.42
3508,7.2,0.42
3668,7.2,0.4
3678,7.2,0.4
3711,7.2,0.39
3736,7.2,0.39
3823,7.2,0.37
3928,7.2,0.36
3953,7.2,0.35
4012,7.2,0.34
4037,7.2,0.34
4040,7.2,0.34
4168,7.2,0.32
4173,7.2,0.32
4179,7.2,0.32
4234,7.2,0.32
4275,7.2,0.31
4312,7.2,0.31
4449,7.2,0.29
4531,7.2,0.28
4588,7.2,0.27
4611,7.2,0.27
4690,7.2,0.27
4732,7.2,0.26
4810,7.2,0.25
4893,7.2,0.25
5061,7.2,0.23
5077,7.2,0.23
5176,7.2,0.22
5274,7.2,0.21
5303,7.2,0.21
5407,7.2,0.2
5431,7.2,0.2
5445,7.2,0.2
5510,7.2,0.2
5631,7.2,0.19
5673,7.2,0.19
5737,7.2,0.18
5807,7.2,0.18
5912,7.2,0.17
5945,7.2,0.17
6003,7.2,0.17
6082,7.2,0.16
6156,7.2,0.16
6247,7.2,0.15
6284,7.2,0.15
6306,7.2,0.15
6312,7.2,0.15
6322,7.2,0.15
6342,7.2,0.15
6362,7.2,0.14
6470,7.2,0.14
6503,7.2,0.14
6617,7.2,0.13
6621,7.2,0.13
6639,7.2,0.13
6651,7.2,0.13
6686,7.2,0.13
6718,7.2,0.13
6749,7.2,0.13
6764,7.2,0.13
6806,7.2,0.12
6826,7.2,0.12
6833,7.2,0.12
7202,7.2,0.11
7331,7.2,0.1
7342,7.2,0.1
7394,7.2,0.1
7449,7.2,0.1
7685,7.2,0.09
7796,7.2,0.08
8271,7.2,0.07
8332,7.2,0.07
8495,7.2,0.06
8566,7.2,0.06
8590,7.2,0.06
8660,7.2,0.05
8673,7.2,0.05
8717,7.2,0.05
8896,7.2,0.05
8914,7.2,0.05
8956,7.2,0.05
9113,7.2,0.04
9129,7.2,0.04
9209,7.2,0.04
9252,7.2,0.04
9319,7.2,0.03
9406,7.2,0.03
9523,7.2,0.03
9676,7.2,0.02
9936,7.2,0.02
10034,7.2,0.02
10042,7.2,0.02
10060,7.2,0.02
10284,7.2,0.01
10349,7.2,0.01
68,7.3,9.44
116,7.3,6.76
138,7.3,6.29
173,7.3,5.33
219,7.3,4.82
266,7.3,4.24
280,7.3,4.16
343,7.3,3.66
490,7.3,2.94
733,7.3,2.21
762,7.3,2.16
976,7.3,1.79
1170,7.3,1.51
1244,7.3,1.41
1271,7.3,1.38
1310,7.3,1.34
1325,7.3,1.33
1340,7.3,1.31
1350,7.3,1.29
1369,7.3,1.28
1429,7.3,1.23
1433,7.3,1.23
1477,7.3,1.19
1497,7.3,1.17
1500,7.3,1.16
1514,7.3,1.15
1567,7.3,1.11
1614,7.3,1.08
1618,7.3,1.07
1620,7.3,1.07
1632,7.3,1.06
1633,7.3,1.06
1641,7.3,1.06
1674,7.3,1.04
1721,7.3,1.01
1806,7.3,0.95
1813,7.3,0.95
1898,7.3,0.9
1938,7.3,0.89
1954,7.3,0.88
1972,7.3,0.87
1999,7.3,0.85
2110,7.3,0.79
2132,7.3,0.79
2135,7.3,0.79
2159,7.3,0.77
2202,7.3,0.75
2249,7.3,0.73
2327,7.3,0.71
2384,7.3,0.68
2407,7.3,0.67
2410,7.3,0.67
2456,7.3,0.66
2512,7.3,0.64
2524,7.3,0.63
2571,7.3,0.62
2620,7.3,0.61
2627,7.3,0.61
2682,7.3,0.59
2711,7.3,0.58
2717,7.3,0.58
2793,7.3,0.56
2819,7.3,0.56
2823,7.3,0.56
2911,7.3,0.54
2973,7.3,0.53
2998,7.3,0.52
3026,7.3,0.51
3052,7.3,0.51
3089,7.3,0.5
3092,7.3,0.5
3104,7.3,0.5
3105,7.3,0.5
3113,7.3,0.5
3116,7.3,0.5
3151,7.3,0.49
3228,7.3,0.47
3249,7.3,0.47
3271,7.3,0.46
3332,7.3,0.45
3337,7.3,0.45
3520,7.3,0.42
3610,7.3,0.41
3656,7.3,0.4
3696,7.3,0.39
3700,7.3,0.39
3701,7.3,0.39
3705,7.3,0.39
3717,7.3,0.39
3728,7.3,0.39
3813,7.3,0.38
3855,7.3,0.37
4035,7.3,0.34
4036,7.3,0.34
4041,7.3,0.34
4166,7.3,0.32
4209,7.3,0.32
4266,7.3,0.31
4318,7.3,0.3
4335,7.3,0.3
4352,7.3,0.3
4353,7.3,0.3
4385,7.3,0.29
4409,7.3,0.29
4418,7.3,0.29
4429,7.3,0.29
4458,7.3,0.29
4528,7.3,0.28
4560,7.3,0.28
4577,7.3,0.28
4670,7.3,0.27
4698,7.3,0.27
4706,7.3,0.26
4826,7.3,0.25
4862,7.3,0.25
4911,7.3,0.25
4934,7.3,0.24
4963,7.3,0.24
5014,7.3,0.24
5026,7.3,0.24
5140,7.3,0.23
5156,7.3,0.22
5189,7.3,0.22
5200,7.3,0.22
5243,7.3,0.22
5325,7.3,0.21
5343,7.3,0.21
5422,7.3,0.2
5446,7.3,0.2
5453,7.3,0.2
5543,7.3,0.19
5547,7.3,0.19
5549,7.3,0.19
5623,7.3,0.19
5638,7.3,0.19
5644,7.3,0.19
5665,7.3,0.19
5677,7.3,0.19
5814,7.3,0.18
5853,7.3,0.18
5885,7.3,0.17
5930,7.3,0.17
5968,7.3,0.17
5996,7.3,0.17
6035,7.3,0.16
6062,7.3,0.16
6089,7.3,0.16
6165,7.3,0.16
6171,7.3,0.15
6174,7.3,0.15
6269,7.3,0.15
6353,7.3,0.14
6372,7.3,0.14
6398,7.3,0.14
6422,7.3,0.14
6439,7.3,0.14
6440,7.3,0.14
6551,7.3,0.14
6632,7.3,0.13
6659,7.3,0.13
6661,7.3,0.13
6775,7.3,0.12
6805,7.3,0.12
6873,7.3,0.12
6874,7.3,0.12
6879,7.3,0.12
6940,7.3,0.12
6952,7.3,0.12
6954,7.3,0.12
6980,7.3,0.12
6998,7.3,0.11
7013,7.3,0.11
7086,7.3,0.11
7174,7.3,0.11
7219,7.3,0.11
7226,7.3,0.11
7258,7.3,0.1
7264,7.3,0.1
7282,7.3,0.1
7400,7.3,0.1
7461,7.3,0.1
7474,7.3,0.1
7505,7.3,0.09
7508,7.3,0.09
7554,7.3,0.09
7603,7.3,0.09
7632,7.3,0.09
7633,7.3,0.09
7660,7.3,0.09
7732,7.3,0.09
7802,7.3,0.08
7847,7.3,0.08
7933,7.3,0.08
7974,7.3,0.08
8062,7.3,0.07
8122,7.3,0.07
8231,7.3,0.07
8391,7.3,0.06
8465,7.3,0.06
8648,7.3,0.06
8713,7.3,0.05
8722,7.3,0.05
8747,7.3,0.05
8800,7.3,0.05
8809,7.3,0.05
8934,7.3,0.05
8978,7.3,0.05
9029,7.3,0.04
9035,7.3,0.04
9086,7.3,0.04
9135,7.3,0.04
9226,7.3,0.04
9247,7.3,0.04
9334,7.3,0.03
9418,7.3,0.03
9439,7.3,0.03
9449,7.3,0.03
9455,7.3,0.03
9566,7.3,0.03
9618,7.3,0.03
9631,7.3,0.03
9658,7.3,0.03
9745,7.3,0.02
9752,7.3,0.02
9754,7.3,0.02
9810,7.3,0.02
9840,7.3,0.02
9854,7.3,0.02
9939,7.3,0.02
9990,7.3,0.02
10040,7.3,0.02
10074,7.3,0.02
10165,7.3,0.01
10198,7.3,0.01
10223,7.3,0.01
10245,7.3,0.01
15,7.4,21.79
79,7.4,8.38
101,7.4,7.32
123,7.4,6.62
141,7.4,6.19
317,7.4,3.87
461,7.4,3.04
503,7.4,2.89
544,7.4,2.76
548,7.4,2.75
595,7.4,2.57
625,7.4,2.47
721,7.4,2.23
851,7.4,2.01
883,7.4,1.94
903,7.4,1.92
937,7.4,1.86
988,7.4,1.76
1154,7.4,1.53
1193,7.4,1.48
1300,7.4,1.35
1304,7.4,1.34
1311,7.4,1.34
1330,7.4,1.32
1335,7.4,1.31
1338,7.4,1.31
1366,7.4,1.28
1400,7.4,1.25
1450,7.4,1.21
1534,7.4,1.14
1574,7.4,1.1
1607,7.4,1.08
1610,7.4,1.08
1617,7.4,1.07
1667,7.4,1.04
1683,7.4,1.03
1706,7.4,1.02
1799,7.4,0.95
1819,7.4,0.94
1886,7.4,0.91
1907,7.4,0.9
1974,7.4,0.87
2002,7.4,0.85
2013,7.4,0.85
2018,7.4,0.84
2041,7.4,0.83
2050,7.4,0.83
2144,7.4,0.78
2156,7.4,0.77
2211,7.4,0.75
2231,7.4,0.74
2233,7.4,0.74
2325,7.4,0.71
2362,7.4,0.7
2365,7.4,0.69
2373,7.4,0.69
2455,7.4,0.66
2472,7.4,0.65
2479,7.4,0.65
2503,7.4,0.64
2504,7.4,0.64
2518,7.4,0.64
2540,7.4,0.63
2598,7.4,0.61
2638,7.4,0.6
2851,7.4,0.55
2894,7.4,0.54
3036,7.4,0.51
3042,7.4,0.51
3102,7.4,0.5
3166,7.4,0.49
3225,7.4,0.47
3234,7.4,0.47
3262,7.4,0.46
3264,7.4,0.46
3366,7.4,0.44
3373,7.4,0.44
3382,7.4,0.44
3440,7.4,0.43
3642,7.4,0.4
3645,7.4,0.4
3670,7.4,0.4
3685,7.4,0.39
3697,7.4,0.39
3764,7.4,0.38
3769,7.4,0.38
3785,7.4,0.38
3828,7.4,0.37
3850,7.4,0.37
3865,7.4,0.37
3877,7.4,0.37
3895,7.4,0.36
3902,7.4,0.36
4151,7.4,0.32
4152,7.4,0.32
4165,7.4,0.32
4228,7.4,0.32
4270,7.4,0.31
4295,7.4,0.31
4298,7.4,0.31
4360,7.4,0.3
4381,7.4,0.3
4447,7.4,0.29
4514,7.4,0.28
4688,7.4,0.27
4713,7.4,0.26
4763,7.4,0.26
4776,7.4,0.26
4800,7.4,0.25
4857,7.4,0.25
4880,7.4,0.25
4885,7.4,0.25
4914,7.4,0.25
4952,7.4,0.24
4974,7.4,0.24
4998,7.4,0.24
5015,7.4,0.24
5112,7.4,0.23
5251,7.4,0.22
5284,7.4,0.21
5337,7.4,0.21
5376,7.4,0.21
5401,7.4,0.2
5402,7.4,0.2
5415,7.4,0.2
5462,7.4,0.2
5514,7.4,0.2
5537,7.4,0.19
5548,7.4,0.19
5624,7.4,0.19
5655,7.4,0.19
5681,7.4,0.19
5696,7.4,0.19
5699,7.4,0.18
5758,7.4,0.18
5774,7.4,0.18
5805,7.4,0.18
5879,7.4,0.17
5932,7.4,0.17
5934,7.4,0.17
5973,7.4,0.17
6064,7.4,0.16
6140,7.4,0.16
6351,7.4,0.14
6430,7.4,0.14
6496,7.4,0.14
6538,7.4,0.14
6588,7.4,0.13
6710,7.4,0.13
6772,7.4,0.12
6778,7.4,0.12
6825,7.4,0.12
6828,7.4,0.12
6834,7.4,0.12
6935,7.4,0.12
6969,7.4,0.12
6990,7.4,0.11
7121,7.4,0.11
7166,7.4,0.11
7223,7.4,0.11
7248,7.4,0.11
7274,7.4,0.1
7286,7.4,0.1
7295,7.4,0.1
7403,7.4,0.1
7645,7.4,0.09
7878,7.4,0.08
7893,7.4,0.08
7950,7.4,0.08
7980,7.4,0.08
8175,7.4,0.07
8179,7.4,0.07
8200,7.4,0.07
8207,7.4,0.07
8239,7.4,0.07
8266,7.4,0.07
8301,7.4,0.07
8460,7.4,0.06
8469,7.4,0.06
8486,7.4,0.06
8516,7.4,0.06
8532,7.4,0.06
8614,7.4,0.06
8639,7.4,0.06
8692,7.4,0.05
8694,7.4,0.05
8791,7.4,0.05
8848,7.4,0.05
8850,7.4,0.05
8906,7.4,0.05
8919,7.4,0.05
9070,7.4,0.04
9198,7.4,0.04
9201,7.4,0.04
9222,7.4,0.04
9223,7.4,0.04
9231,7.4,0.04
9291,7.4,0.04
9349,7.4,0.03
9509,7.4,0.03
9519,7.4,0.03
9585,7.4,0.03
9588,7.4,0.03
9608,7.4,0.03
9627,7.4,0.03
9628,7.4,0.03
9748,7.4,0.02
9767,7.4,0.02
9771,7.4,0.02
9894,7.4,0.02
9950,7.4,0.02
9997,7.4,0.02
10111,7.4,0.02
10191,7.4,0.01
10246,7.4,0.01
54,7.5,10.7
57,7.5,10.5
104,7.5,7.17
199,7.5,5.09
249,7.5,4.41
269,7.5,4.22
275,7.5,4.2
329,7.5,3.76
332,7.5,3.73
369,7.5,3.52
375,7.5,3.5
413,7.5,3.28
522,7.5,2.81
538,7.5,2.78
585,7.5,2.62
592,7.5,2.58
619,7.5,2.5
714,7.5,2.25
751,7.5,2.18
768,7.5,2.14
774,7.5,2.13
894,7.5,1.93
904,7.5,1.92
915,7.5,1.88
955,7.5,1.83
1083,7.5,1.63
1109,7.5,1.59
1219,7.5,1.44
1232,7.5,1.43
1254,7.5,1.4
1308,7.5,1.34
1329,7.5,1.32
1333,7.5,1.32
1361,7.5,1.29
1437,7.5,1.22
1468,7.5,1.19
1484,7.5,1.18
1527,7.5,1.14
1528,7.5,1.14
1608,7.5,1.08
1679,7.5,1.03
1762,7.5,0.98
1789,7.5,0.96
1790,7.5,0.96
1840,7.5,0.93
1859,7.5,0.92
1869,7.5,0.92
1911,7.5,0.9
1934,7.5,0.89
1944,7.5,0.88
1947,7.5,0.88
2091,7.5,0.81
2101,7.5,0.8
2168,7.5,0.77
2275,7.5,0.72
2347,7.5,0.7
2360,7.5,0.7
2363,7.5,0.69
2398,7.5,0.68
2486,7.5,0.65
2585,7.5,0.62
2650,7.5,0.6
2690,7.5,0.59
2698,7.5,0.59
2721,7.5,0.58
2764,7.5,0.57
2784,7.5,0.57
2802,7.5,0.56
2828,7.5,0.56
2840,7.5,0.56
2845,7.5,0.55
2898,7.5,0.54
2902,7.5,0.54
2943,7.5,0.53
3016,7.5,0.52
3022,7.5,0.52
3037,7.5,0.51
3055,7.5,0.51
3070,7.5,0.5
3091,7.5,0.5
3158,7.5,0.49
3179,7.5,0.48
3198,7.5,0.48
3235,7.5,0.47
3313,7.5,0.45
3315,7.5,0.45
3347,7.5,0.45
3416,7.5,0.44
3437,7.5,0.43
3498,7.5,0.42
3509,7.5,0.42
3534,7.5,0.42
3535,7.5,0.42
3572,7.5,0.41
3613,7.5,0.41
3669,7.5,0.4
3729,7.5,0.39
3731,7.5,0.39
3734,7.5,0.39
3871,7.5,0.37
3878,7.5,0.37
3917,7.5,0.36
3939,7.5,0.35
3989,7.5,0.35
4014,7.5,0.34
4098,7.5,0.33
4188,7.5,0.32
4190,7.5,0.32
4210,7.5,0.32
4229,7.5,0.32
4250,7.5,0.31
