"idgames","user_score","global_sales"
5821,5.8,0.18
5941,5.8,0.17
6049,5.8,0.16
6083,5.8,0.16
6203,5.8,0.15
6519,5.8,0.14
6549,5.8,0.14
6816,5.8,0.12
6891,5.8,0.12
6943,5.8,0.12
7005,5.8,0.11
7611,5.8,0.09
7623,5.8,0.09
7624,5.8,0.09
7626,5.8,0.09
7862,5.8,0.08
7890,5.8,0.08
7906,5.8,0.08
7930,5.8,0.08
7941,5.8,0.08
8393,5.8,0.06
8400,5.8,0.06
8402,5.8,0.06
8553,5.8,0.06
8823,5.8,0.05
9036,5.8,0.04
9094,5.8,0.04
9130,5.8,0.04
9240,5.8,0.04
9420,5.8,0.03
9437,5.8,0.03
9463,5.8,0.03
9488,5.8,0.03
9491,5.8,0.03
9837,5.8,0.02
9847,5.8,0.02
9884,5.8,0.02
9890,5.8,0.02
10130,5.8,0.01
10255,5.8,0.01
10346,5.8,0.01
10351,5.8,0.01
420,5.9,3.24
480,5.9,2.96
558,5.9,2.69
738,5.9,2.2
830,5.9,2.05
1045,5.9,1.68
1288,5.9,1.36
1355,5.9,1.29
1423,5.9,1.23
1548,5.9,1.13
1630,5.9,1.07
1759,5.9,0.98
1771,5.9,0.97
2085,5.9,0.81
2173,5.9,0.77
2250,5.9,0.73
2331,5.9,0.7
2337,5.9,0.7
2517,5.9,0.64
2616,5.9,0.61
2618,5.9,0.61
2629,5.9,0.61
2640,5.9,0.6
2692,5.9,0.59
2759,5.9,0.57
2917,5.9,0.54
2924,5.9,0.54
3186,5.9,0.48
3216,5.9,0.47
3386,5.9,0.44
3512,5.9,0.42
3561,5.9,0.41
3839,5.9,0.37
3863,5.9,0.37
3923,5.9,0.36
4347,5.9,0.3
4540,5.9,0.28
4605,5.9,0.27
4616,5.9,0.27
4637,5.9,0.27
4854,5.9,0.25
4904,5.9,0.25
4971,5.9,0.24
5141,5.9,0.23
5226,5.9,0.22
5318,5.9,0.21
5425,5.9,0.2
5465,5.9,0.2
5554,5.9,0.19
5559,5.9,0.19
5768,5.9,0.18
5916,5.9,0.17
6056,5.9,0.16
6151,5.9,0.16
6181,5.9,0.15
6196,5.9,0.15
6483,5.9,0.14
6600,5.9,0.13
7023,5.9,0.11
7228,5.9,0.11
7280,5.9,0.1
7438,5.9,0.1
7452,5.9,0.1
7487,5.9,0.1
7742,5.9,0.09
7887,5.9,0.08
7976,5.9,0.08
8146,5.9,0.07
8227,5.9,0.07
8515,5.9,0.06
8763,5.9,0.05
8878,5.9,0.05
8988,5.9,0.05
9085,5.9,0.04
9091,5.9,0.04
9419,5.9,0.03
9559,5.9,0.03
294,6.0,4.05
835,6.0,2.04
895,6.0,1.93
961,6.0,1.82
972,6.0,1.8
1211,6.0,1.45
1246,6.0,1.41
1286,6.0,1.36
1298,6.0,1.35
1344,6.0,1.3
1562,6.0,1.12
1589,6.0,1.09
1609,6.0,1.08
1704,6.0,1.02
2134,6.0,0.79
2196,6.0,0.75
2204,6.0,0.75
2207,6.0,0.75
2285,6.0,0.72
2414,6.0,0.67
2442,6.0,0.66
2474,6.0,0.65
2570,6.0,0.62
2587,6.0,0.62
2597,6.0,0.61
2623,6.0,0.61
2634,6.0,0.6
2643,6.0,0.6
2710,6.0,0.58
2714,6.0,0.58
2773,6.0,0.57
2885,6.0,0.54
3060,6.0,0.51
3094,6.0,0.5
3195,6.0,0.48
3203,6.0,0.48
3267,6.0,0.46
3423,6.0,0.43
3457,6.0,0.43
3562,6.0,0.41
3608,6.0,0.41
3675,6.0,0.4
3709,6.0,0.39
3745,6.0,0.39
3784,6.0,0.38
3793,6.0,0.38
3899,6.0,0.36
3952,6.0,0.35
4029,6.0,0.34
4062,6.0,0.33
4092,6.0,0.33
4187,6.0,0.32
4203,6.0,0.32
4283,6.0,0.31
4297,6.0,0.31
4309,6.0,0.31
4415,6.0,0.29
4444,6.0,0.29
4602,6.0,0.27
4657,6.0,0.27
4793,6.0,0.26
4894,6.0,0.25
5051,6.0,0.23
5249,6.0,0.22
5260,6.0,0.21
5459,6.0,0.2
5535,6.0,0.19
5551,6.0,0.19
5588,6.0,0.19
5598,6.0,0.19
5801,6.0,0.18
5820,6.0,0.18
5837,6.0,0.18
5938,6.0,0.17
5967,6.0,0.17
5979,6.0,0.17
5992,6.0,0.17
5993,6.0,0.17
6009,6.0,0.17
6252,6.0,0.15
6325,6.0,0.15
6337,6.0,0.15
6441,6.0,0.14
6607,6.0,0.13
6640,6.0,0.13
6841,6.0,0.12
6870,6.0,0.12
6876,6.0,0.12
6983,6.0,0.12
6987,6.0,0.11
7126,6.0,0.11
7259,6.0,0.1
7301,6.0,0.1
7445,6.0,0.1
7494,6.0,0.1
7573,6.0,0.09
7589,6.0,0.09
7689,6.0,0.09
7857,6.0,0.08
7990,6.0,0.08
8016,6.0,0.08
8080,6.0,0.07
8106,6.0,0.07
8156,6.0,0.07
8186,6.0,0.07
8263,6.0,0.07
8280,6.0,0.07
8307,6.0,0.07
8330,6.0,0.07
8355,6.0,0.06
8675,6.0,0.05
8677,6.0,0.05
8735,6.0,0.05
8740,6.0,0.05
8815,6.0,0.05
9026,6.0,0.04
9309,6.0,0.03
9316,6.0,0.03
9592,6.0,0.03
9685,6.0,0.02
9811,6.0,0.02
9852,6.0,0.02
9909,6.0,0.02
10026,6.0,0.02
10049,6.0,0.02
10105,6.0,0.02
10316,6.0,0.01
154,6.1,5.64
190,6.1,5.16
514,6.1,2.83
630,6.1,2.46
641,6.1,2.42
661,6.1,2.38
749,6.1,2.19
767,6.1,2.14
814,6.1,2.07
999,6.1,1.76
1113,6.1,1.59
1258,6.1,1.4
1267,6.1,1.38
1270,6.1,1.38
1278,6.1,1.37
1349,6.1,1.3
1542,6.1,1.13
1612,6.1,1.08
1662,6.1,1.05
1696,6.1,1.02
1719,6.1,1.01
1837,6.1,0.93
1872,6.1,0.92
2077,6.1,0.81
2379,6.1,0.69
2568,6.1,0.62
2586,6.1,0.62
2748,6.1,0.57
2961,6.1,0.53
3025,6.1,0.51
3164,6.1,0.49
3168,6.1,0.48
3301,6.1,0.46
3724,6.1,0.39
3826,6.1,0.37
4156,6.1,0.32
4307,6.1,0.31
4363,6.1,0.3
4525,6.1,0.28
4697,6.1,0.27
4863,6.1,0.25
4895,6.1,0.25
4897,6.1,0.25
4965,6.1,0.24
4989,6.1,0.24
5178,6.1,0.22
5471,6.1,0.2
5475,6.1,0.2
5498,6.1,0.2
5592,6.1,0.19
5854,6.1,0.18
5908,6.1,0.17
5919,6.1,0.17
5931,6.1,0.17
5951,6.1,0.17
6051,6.1,0.16
6250,6.1,0.15
6356,6.1,0.14
7123,6.1,0.11
7212,6.1,0.11
7235,6.1,0.11
7345,6.1,0.1
7398,6.1,0.1
7416,6.1,0.1
7746,6.1,0.09
7856,6.1,0.08
8013,6.1,0.08
8213,6.1,0.07
8312,6.1,0.07
8546,6.1,0.06
8633,6.1,0.06
8935,6.1,0.05
8945,6.1,0.05
9049,6.1,0.04
9155,6.1,0.04
9381,6.1,0.03
9423,6.1,0.03
9503,6.1,0.03
9563,6.1,0.03
9613,6.1,0.03
9667,6.1,0.02
9839,6.1,0.02
9941,6.1,0.02
10104,6.1,0.02
270,6.2,4.22
359,6.2,3.59
652,6.2,2.41
680,6.2,2.34
801,6.2,2.08
863,6.2,1.98
1009,6.2,1.75
1299,6.2,1.35
1336,6.2,1.31
1354,6.2,1.29
1381,6.2,1.27
1410,6.2,1.25
1701,6.2,1.02
1754,6.2,0.98
1836,6.2,0.93
1856,6.2,0.93
1925,6.2,0.89
1989,6.2,0.86
2031,6.2,0.84
2322,6.2,0.71
2397,6.2,0.68
2494,6.2,0.64
2704,6.2,0.58
2797,6.2,0.56
2982,6.2,0.52
3039,6.2,0.51
3054,6.2,0.51
3146,6.2,0.49
3220,6.2,0.47
3399,6.2,0.44
3449,6.2,0.43
3544,6.2,0.42
3751,6.2,0.38
3911,6.2,0.36
3942,6.2,0.35
4050,6.2,0.34
4086,6.2,0.33
4096,6.2,0.33
4316,6.2,0.31
4443,6.2,0.29
4465,6.2,0.29
4499,6.2,0.28
4714,6.2,0.26
4779,6.2,0.26
4839,6.2,0.25
4875,6.2,0.25
4905,6.2,0.25
4928,6.2,0.24
4960,6.2,0.24
4991,6.2,0.24
4994,6.2,0.24
5032,6.2,0.24
5052,6.2,0.23
5067,6.2,0.23
5076,6.2,0.23
5119,6.2,0.23
5255,6.2,0.22
5302,6.2,0.21
5428,6.2,0.2
5589,6.2,0.19
5749,6.2,0.18
5963,6.2,0.17
6032,6.2,0.16
6147,6.2,0.16
6223,6.2,0.15
6235,6.2,0.15
6266,6.2,0.15
6277,6.2,0.15
6477,6.2,0.14
6522,6.2,0.14
6599,6.2,0.13
6610,6.2,0.13
6654,6.2,0.13
6667,6.2,0.13
6668,6.2,0.13
6730,6.2,0.13
6847,6.2,0.12
6921,6.2,0.12
7010,6.2,0.11
7217,6.2,0.11
7220,6.2,0.11
7313,6.2,0.1
7329,6.2,0.1
7366,6.2,0.1
7479,6.2,0.1
7503,6.2,0.09
7879,6.2,0.08
8065,6.2,0.07
8110,6.2,0.07
8113,6.2,0.07
8192,6.2,0.07
8258,6.2,0.07
8389,6.2,0.06
8395,6.2,0.06
8654,6.2,0.05
8806,6.2,0.05
8931,6.2,0.05
8970,6.2,0.05
8996,6.2,0.04
9080,6.2,0.04
9214,6.2,0.04
9234,6.2,0.04
9399,6.2,0.03
9552,6.2,0.03
9645,6.2,0.03
9657,6.2,0.03
9668,6.2,0.02
9742,6.2,0.02
9856,6.2,0.02
10128,6.2,0.01
10138,6.2,0.01
10186,6.2,0.01
10262,6.2,0.01
14,6.3,21.81
32,6.3,14.61
36,6.3,13.47
55,6.3,10.6
80,6.3,8.27
295,6.3,4.05
469,6.3,3.01
570,6.3,2.66
708,6.3,2.26
759,6.3,2.16
805,6.3,2.08
901,6.3,1.92
1021,6.3,1.72
1077,6.3,1.65
1292,6.3,1.35
1377,6.3,1.27
1386,6.3,1.27
1388,6.3,1.27
1399,6.3,1.25
1502,6.3,1.16
1566,6.3,1.11
1642,6.3,1.06
1924,6.3,0.89
1984,6.3,0.87
2112,6.3,0.79
2145,6.3,0.78
2153,6.3,0.78
2160,6.3,0.77
2245,6.3,0.74
2259,6.3,0.73
2372,6.3,0.69
2428,6.3,0.66
2467,6.3,0.65
2588,6.3,0.62
2607,6.3,0.61
2615,6.3,0.61
2667,6.3,0.6
2715,6.3,0.58
2747,6.3,0.57
2777,6.3,0.57
2836,6.3,0.56
2886,6.3,0.54
2952,6.3,0.53
3029,6.3,0.51
3097,6.3,0.5
3165,6.3,0.49
3205,6.3,0.47
3217,6.3,0.47
3251,6.3,0.47
3528,6.3,0.42
3581,6.3,0.41
3693,6.3,0.39
3720,6.3,0.39
3748,6.3,0.39
3765,6.3,0.38
3796,6.3,0.38
3799,6.3,0.38
3843,6.3,0.37
3897,6.3,0.36
3913,6.3,0.36
4000,6.3,0.34
4038,6.3,0.34
4045,6.3,0.34
4154,6.3,0.32
4195,6.3,0.32
4242,6.3,0.32
4390,6.3,0.29
4454,6.3,0.29
4562,6.3,0.28
4693,6.3,0.27
4834,6.3,0.25
4907,6.3,0.25
4913,6.3,0.25
4985,6.3,0.24
5101,6.3,0.23
5181,6.3,0.22
5198,6.3,0.22
5434,6.3,0.2
5534,6.3,0.19
5615,6.3,0.19
5689,6.3,0.19
5830,6.3,0.18
5909,6.3,0.17
5970,6.3,0.17
6016,6.3,0.17
6080,6.3,0.16
6106,6.3,0.16
6209,6.3,0.15
6236,6.3,0.15
6242,6.3,0.15
6279,6.3,0.15
6340,6.3,0.15
6510,6.3,0.14
6557,6.3,0.13
6592,6.3,0.13
6609,6.3,0.13
6695,6.3,0.13
6813,6.3,0.12
7069,6.3,0.11
7152,6.3,0.11
7159,6.3,0.11
7169,6.3,0.11
7283,6.3,0.1
7350,6.3,0.1
7373,6.3,0.1
7439,6.3,0.1
7514,6.3,0.09
7687,6.3,0.09
7764,6.3,0.08
7781,6.3,0.08
7801,6.3,0.08
7818,6.3,0.08
7968,6.3,0.08
8048,6.3,0.08
8059,6.3,0.07
8148,6.3,0.07
8241,6.3,0.07
8306,6.3,0.07
8337,6.3,0.06
8748,6.3,0.05
8794,6.3,0.05
8808,6.3,0.05
8813,6.3,0.05
8983,6.3,0.05
8985,6.3,0.05
9058,6.3,0.04
9064,6.3,0.04
9102,6.3,0.04
9105,6.3,0.04
9219,6.3,0.04
9250,6.3,0.04
9395,6.3,0.03
9521,6.3,0.03
9640,6.3,0.03
9808,6.3,0.02
9892,6.3,0.02
10133,6.3,0.01
10234,6.3,0.01
41,6.4,12.63
130,6.4,6.41
242,6.4,4.48
377,6.4,3.49
484,6.4,2.95
667,6.4,2.37
849,6.4,2.01
884,6.4,1.94
907,6.4,1.91
1129,6.4,1.57
1266,6.4,1.38
1421,6.4,1.23
1700,6.4,1.02
1760,6.4,0.98
1787,6.4,0.96
1870,6.4,0.92
1952,6.4,0.88
2063,6.4,0.82
2113,6.4,0.79
2295,6.4,0.72
2330,6.4,0.7
2354,6.4,0.7
2385,6.4,0.68
2419,6.4,0.67
2506,6.4,0.64
2596,6.4,0.61
2706,6.4,0.58
2775,6.4,0.57
2862,6.4,0.55
2965,6.4,0.53
3032,6.4,0.51
3100,6.4,0.5
3148,6.4,0.49
3156,6.4,0.49
3160,6.4,0.49
3211,6.4,0.47
3327,6.4,0.45
3491,6.4,0.42
3531,6.4,0.42
3606,6.4,0.41
3684,6.4,0.39
3838,6.4,0.37
3896,6.4,0.36
3991,6.4,0.35
4074,6.4,0.33
4107,6.4,0.33
4235,6.4,0.32
4411,6.4,0.29
4555,6.4,0.28
4595,6.4,0.27
4649,6.4,0.27
4701,6.4,0.26
4707,6.4,0.26
4831,6.4,0.25
4878,6.4,0.25
4931,6.4,0.24
5036,6.4,0.24
5069,6.4,0.23
5256,6.4,0.22
5305,6.4,0.21
5329,6.4,0.21
5342,6.4,0.21
5391,6.4,0.21
5442,6.4,0.2
5456,6.4,0.2
5495,6.4,0.2
5577,6.4,0.19
5648,6.4,0.19
5694,6.4,0.19
5703,6.4,0.18
5762,6.4,0.18
5928,6.4,0.17
6012,6.4,0.17
6058,6.4,0.16
6102,6.4,0.16
6248,6.4,0.15
6249,6.4,0.15
6278,6.4,0.15
6499,6.4,0.14
6520,6.4,0.14
6684,6.4,0.13
6724,6.4,0.13
6938,6.4,0.12
6979,6.4,0.12
7085,6.4,0.11
7180,6.4,0.11
7201,6.4,0.11
7511,6.4,0.09
7622,6.4,0.09
7639,6.4,0.09
7699,6.4,0.09
8217,6.4,0.07
8405,6.4,0.06
8533,6.4,0.06
8607,6.4,0.06
9156,6.4,0.04
9197,6.4,0.04
9228,6.4,0.04
9370,6.4,0.03
9617,6.4,0.03
9636,6.4,0.03
9662,6.4,0.03
9739,6.4,0.02
9774,6.4,0.02
9880,6.4,0.02
9983,6.4,0.02
10270,6.4,0.01
105,6.5,7.16
197,6.5,5.1
265,6.5,4.27
436,6.5,3.14
557,6.5,2.7
681,6.5,2.34
905,6.5,1.91
938,6.5,1.86
1016,6.5,1.73
1069,6.5,1.66
1120,6.5,1.58
1188,6.5,1.48
1218,6.5,1.45
1220,6.5,1.44
1257,6.5,1.4
1307,6.5,1.34
1324,6.5,1.33
1485,6.5,1.18
1634,6.5,1.06
1739,6.5,0.99
1892,6.5,0.91
1910,6.5,0.9
1994,6.5,0.86
2164,6.5,0.77
2210,6.5,0.75
2220,6.5,0.75
2228,6.5,0.74
2324,6.5,0.71
2433,6.5,0.66
2537,6.5,0.63
2553,6.5,0.63
2801,6.5,0.56
2826,6.5,0.56
2887,6.5,0.54
2928,6.5,0.53
3078,6.5,0.5
3084,6.5,0.5
3136,6.5,0.49
3172,6.5,0.48
3208,6.5,0.47
3230,6.5,0.47
3253,6.5,0.47
3297,6.5,0.46
3481,6.5,0.42
3495,6.5,0.42
3657,6.5,0.4
3780,6.5,0.38
4031,6.5,0.34
4053,6.5,0.34
4304,6.5,0.31
4383,6.5,0.3
4475,6.5,0.29
4564,6.5,0.28
4592,6.5,0.27
4648,6.5,0.27
4781,6.5,0.26
4860,6.5,0.25
4929,6.5,0.24
4972,6.5,0.24
5044,6.5,0.23
5063,6.5,0.23
5107,6.5,0.23
5282,6.5,0.21
5311,6.5,0.21
5374,6.5,0.21
5385,6.5,0.21
5461,6.5,0.2
5528,6.5,0.19
5574,6.5,0.19
5658,6.5,0.19
5845,6.5,0.18
5937,6.5,0.17
5962,6.5,0.17
6115,6.5,0.16
6185,6.5,0.15
6204,6.5,0.15
6300,6.5,0.15
6378,6.5,0.14
6525,6.5,0.14
6712,6.5,0.13
6732,6.5,0.13
6846,6.5,0.12
6850,6.5,0.12
6892,6.5,0.12
7004,6.5,0.11
7029,6.5,0.11
7216,6.5,0.11
7250,6.5,0.11
7279,6.5,0.1
7306,6.5,0.1
7362,6.5,0.1
7482,6.5,0.1
7519,6.5,0.09
7531,6.5,0.09
7557,6.5,0.09
7727,6.5,0.09
7757,6.5,0.09
7785,6.5,0.08
7951,6.5,0.08
7971,6.5,0.08
8098,6.5,0.07
8158,6.5,0.07
8209,6.5,0.07
8518,6.5,0.06
8552,6.5,0.06
8599,6.5,0.06
8733,6.5,0.05
8766,6.5,0.05
8787,6.5,0.05
9110,6.5,0.04
9256,6.5,0.04
9277,6.5,0.04
9336,6.5,0.03
9485,6.5,0.03
9604,6.5,0.03
9695,6.5,0.02
9718,6.5,0.02
9741,6.5,0.02
9802,6.5,0.02
9834,6.5,0.02
9882,6.5,0.02
10004,6.5,0.02
10016,6.5,0.02
10127,6.5,0.01
10239,6.5,0.01
7,6.6,28.92
81,6.6,8.16
177,6.6,5.29
477,6.6,2.99
551,6.6,2.73
578,6.6,2.63
678,6.6,2.34
704,6.6,2.27
734,6.6,2.21
750,6.6,2.19
766,6.6,2.15
847,6.6,2.02
865,6.6,1.97
922,6.6,1.88
984,6.6,1.77
1014,6.6,1.74
1185,6.6,1.49
1250,6.6,1.41
1346,6.6,1.3
1374,6.6,1.27
1530,6.6,1.14
1591,6.6,1.09
1602,6.6,1.08
1622,6.6,1.07
1736,6.6,0.99
1744,6.6,0.99
1758,6.6,0.98
1779,6.6,0.97
1918,6.6,0.9
1956,6.6,0.88
1963,6.6,0.87
2040,6.6,0.83
2069,6.6,0.82
2165,6.6,0.77
2188,6.6,0.76
2254,6.6,0.73
2268,6.6,0.73
2281,6.6,0.72
2302,6.6,0.72
2350,6.6,0.7
2429,6.6,0.66
2446,6.6,0.66
2454,6.6,0.66
2473,6.6,0.65
2492,6.6,0.64
2507,6.6,0.64
2610,6.6,0.61
2659,6.6,0.6
2728,6.6,0.58
2835,6.6,0.56
2852,6.6,0.55
2912,6.6,0.54
2951,6.6,0.53
3005,6.6,0.52
3087,6.6,0.5
3090,6.6,0.5
3154,6.6,0.49
3199,6.6,0.48
3376,6.6,0.44
3387,6.6,0.44
3404,6.6,0.44
3480,6.6,0.43
3564,6.6,0.41
3607,6.6,0.41
3659,6.6,0.4
3800,6.6,0.38
3816,6.6,0.37
3966,6.6,0.35
3985,6.6,0.35
4015,6.6,0.34
4057,6.6,0.34
4111,6.6,0.33
4116,6.6,0.33
4237,6.6,0.32
4256,6.6,0.31
4269,6.6,0.31
4300,6.6,0.31
4326,6.6,0.3
4339,6.6,0.3
4346,6.6,0.3
4424,6.6,0.29
4521,6.6,0.28
4561,6.6,0.28
4643,6.6,0.27
4653,6.6,0.27
4662,6.6,0.27
4725,6.6,0.26
4739,6.6,0.26
4770,6.6,0.26
4777,6.6,0.26
4861,6.6,0.25
4886,6.6,0.25
5008,6.6,0.24
5240,6.6,0.22
5368,6.6,0.21
5382,6.6,0.21
5390,6.6,0.21
5454,6.6,0.2
5509,6.6,0.2
5767,6.6,0.18
5936,6.6,0.17
5956,6.6,0.17
5994,6.6,0.17
6048,6.6,0.16
6078,6.6,0.16
6169,6.6,0.15
6346,6.6,0.15
6409,6.6,0.14
6435,6.6,0.14
6482,6.6,0.14
6631,6.6,0.13
6636,6.6,0.13
6747,6.6,0.13
6762,6.6,0.13
6773,6.6,0.12
6780,6.6,0.12
6860,6.6,0.12
6877,6.6,0.12
6889,6.6,0.12
7260,6.6,0.1
7459,6.6,0.1
7580,6.6,0.09
7661,6.6,0.09
7671,6.6,0.09
7717,6.6,0.09
8043,6.6,0.08
8067,6.6,0.07
8183,6.6,0.07
8494,6.6,0.06
8543,6.6,0.06
8642,6.6,0.06
8657,6.6,0.05
8710,6.6,0.05
8741,6.6,0.05
8777,6.6,0.05
8990,6.6,0.04
9172,6.6,0.04
9217,6.6,0.04
9383,6.6,0.03
9524,6.6,0.03
9534,6.6,0.03
9595,6.6,0.03
9621,6.6,0.03
9654,6.6,0.03
9937,6.6,0.02
9958,6.6,0.02
10131,6.6,0.01
10330,6.6,0.01
176,6.7,5.29
314,6.7,3.88
393,6.7,3.4
542,6.7,2.77
572,6.7,2.65
586,6.7,2.61
695,6.7,2.29
697,6.7,2.28
719,6.7,2.24
780,6.7,2.11
921,6.7,1.88
931,6.7,1.86
1076,6.7,1.65
1102,6.7,1.6
1111,6.7,1.59
1114,6.7,1.58
1156,6.7,1.53
1275,6.7,1.38
1283,6.7,1.36
1328,6.7,1.32
1432,6.7,1.23
1516,6.7,1.15
1581,6.7,1.1
1615,6.7,1.07
1797,6.7,0.95
1828,6.7,0.94
1862,6.7,0.92
1877,6.7,0.91
1900,6.7,0.9
1926,6.7,0.89
2037,6.7,0.83
2046,6.7,0.83
2177,6.7,0.76
2209,6.7,0.75
2238,6.7,0.74
2240,6.7,0.74
2282,6.7,0.72
2351,6.7,0.7
2464,6.7,0.65
2483,6.7,0.65
2535,6.7,0.63
2646,6.7,0.6
2856,6.7,0.55
2872,6.7,0.55
3077,6.7,0.5
3124,6.7,0.49
3284,6.7,0.46
3324,6.7,0.45
3349,6.7,0.45
3479,6.7,0.43
3486,6.7,0.42
3504,6.7,0.42
3560,6.7,0.41
3660,6.7,0.4
3687,6.7,0.39
3810,6.7,0.38
3835,6.7,0.37
3844,6.7,0.37
3883,6.7,0.36
3999,6.7,0.34
4034,6.7,0.34
4089,6.7,0.33
4094,6.7,0.33
4520,6.7,0.28
4526,6.7,0.28
4544,6.7,0.28
4587,6.7,0.28
4695,6.7,0.27
4752,6.7,0.26
4835,6.7,0.25
4873,6.7,0.25
4984,6.7,0.24
5115,6.7,0.23
5133,6.7,0.23
5144,6.7,0.23
5230,6.7,0.22
5287,6.7,0.21
5466,6.7,0.2
5868,6.7,0.17
5898,6.7,0.17
6002,6.7,0.17
6182,6.7,0.15
6212,6.7,0.15
6228,6.7,0.15
6293,6.7,0.15
6513,6.7,0.14
6521,6.7,0.14
6533,6.7,0.14
6568,6.7,0.13
6594,6.7,0.13
6725,6.7,0.13
6752,6.7,0.13
6797,6.7,0.12
6875,6.7,0.12
7051,6.7,0.11
7052,6.7,0.11
7149,6.7,0.11
7304,6.7,0.1
7734,6.7,0.09
7748,6.7,0.09
7775,6.7,0.08
7817,6.7,0.08
7900,6.7,0.08
7935,6.7,0.08
7956,6.7,0.08
7975,6.7,0.08
7997,6.7,0.08
8170,6.7,0.07
8351,6.7,0.06
8356,6.7,0.06
8453,6.7,0.06
8479,6.7,0.06
8691,6.7,0.05
8822,6.7,0.05
8910,6.7,0.05
8932,6.7,0.05
9169,6.7,0.04
9384,6.7,0.03
9459,6.7,0.03
9615,6.7,0.03
9672,6.7,0.02
9779,6.7,0.02
9809,6.7,0.02
9944,6.7,0.02
10050,6.7,0.02
10116,6.7,0.02
10254,6.7,0.01
10336,6.7,0.01
150,6.8,5.82
364,6.8,3.54
396,6.8,3.39
439,6.8,3.13
499,6.8,2.89
560,6.8,2.69
649,6.8,2.41
670,6.8,2.37
1008,6.8,1.75
1054,6.8,1.67
1116,6.8,1.58
1122,6.8,1.57
1133,6.8,1.56
1178,6.8,1.5
1221,6.8,1.44
1226,6.8,1.43
1413,6.8,1.24
1467,6.8,1.19
1545,6.8,1.13
1568,6.8,1.11
1649,6.8,1.06
1752,6.8,0.98
1834,6.8,0.93
1855,6.8,0.93
1889,6.8,0.91
1932,6.8,0.89
1962,6.8,0.87
1970,6.8,0.87
2033,6.8,0.84
2183,6.8,0.76
2232,6.8,0.74
2241,6.8,0.74
2273,6.8,0.72
2323,6.8,0.71
2364,6.8,0.69
2402,6.8,0.68
2416,6.8,0.67
2420,6.8,0.67
2519,6.8,0.64
2532,6.8,0.63
2572,6.8,0.62
2578,6.8,0.62
2608,6.8,0.61
2655,6.8,0.6
2686,6.8,0.59
2723,6.8,0.58
2834,6.8,0.56
2838,6.8,0.56
2863,6.8,0.55
2868,6.8,0.55
2877,6.8,0.55
2945,6.8,0.53
3240,6.8,0.47
3268,6.8,0.46
3287,6.8,0.46
3314,6.8,0.45
3330,6.8,0.45
3333,6.8,0.45
3342,6.8,0.45
3410,6.8,0.44
3431,6.8,0.43
3442,6.8,0.43
3462,6.8,0.43
3502,6.8,0.42
3532,6.8,0.42
3540,6.8,0.42
3541,6.8,0.42
3549,6.8,0.42
3569,6.8,0.41
3609,6.8,0.41
3628,6.8,0.4
3860,6.8,0.37
3919,6.8,0.36
3954,6.8,0.35
4030,6.8,0.34
4046,6.8,0.34
4056,6.8,0.34
4087,6.8,0.33
4254,6.8,0.31
4288,6.8,0.31
4327,6.8,0.3
4387,6.8,0.29
4410,6.8,0.29
4436,6.8,0.29
4452,6.8,0.29
4640,6.8,0.27
4642,6.8,0.27
4658,6.8,0.27
4702,6.8,0.26
4720,6.8,0.26
4772,6.8,0.26
4829,6.8,0.25
4869,6.8,0.25
4882,6.8,0.25
4896,6.8,0.25
5020,6.8,0.24
5038,6.8,0.23
5086,6.8,0.23
5102,6.8,0.23
5221,6.8,0.22
5235,6.8,0.22
5236,6.8,0.22
5245,6.8,0.22
5266,6.8,0.21
5350,6.8,0.21
5354,6.8,0.21
5420,6.8,0.2
5496,6.8,0.2
5508,6.8,0.2
5520,6.8,0.2
5650,6.8,0.19
5670,6.8,0.19
5688,6.8,0.19
5747,6.8,0.18
5757,6.8,0.18
5769,6.8,0.18
5775,6.8,0.18
5799,6.8,0.18
5925,6.8,0.17
6047,6.8,0.16
6060,6.8,0.16
6149,6.8,0.16
6155,6.8,0.16
6160,6.8,0.16
6190,6.8,0.15
6232,6.8,0.15
6283,6.8,0.15
6417,6.8,0.14
6457,6.8,0.14
6643,6.8,0.13
6685,6.8,0.13
6719,6.8,0.13
6820,6.8,0.12
6822,6.8,0.12
6878,6.8,0.12
6898,6.8,0.12
7009,6.8,0.11
7012,6.8,0.11
7048,6.8,0.11
7075,6.8,0.11
7256,6.8,0.1
7354,6.8,0.1
7376,6.8,0.1
7441,6.8,0.1
7456,6.8,0.1
7457,6.8,0.1
7486,6.8,0.1
7520,6.8,0.09
7564,6.8,0.09
7654,6.8,0.09
7655,6.8,0.09
7819,6.8,0.08
7823,6.8,0.08
7835,6.8,0.08
7909,6.8,0.08
7992,6.8,0.08
8030,6.8,0.08
8054,6.8,0.08
8193,6.8,0.07
8211,6.8,0.07
8283,6.8,0.07
8383,6.8,0.06
8427,6.8,0.06
8437,6.8,0.06
8504,6.8,0.06
8591,6.8,0.06
8609,6.8,0.06
8623,6.8,0.06
8728,6.8,0.05
8770,6.8,0.05
8907,6.8,0.05
8954,6.8,0.05
9010,6.8,0.04
9108,6.8,0.04
9259,6.8,0.04
9282,6.8,0.04
9351,6.8,0.03
9409,6.8,0.03
9518,6.8,0.03
9634,6.8,0.03
9661,6.8,0.03
9735,6.8,0.02
9826,6.8,0.02
9865,6.8,0.02
9883,6.8,0.02
9913,6.8,0.02
9917,6.8,0.02
10002,6.8,0.02
10073,6.8,0.02
10102,6.8,0.02
